# time[~Gyr] ax ay az[(km/s)^2/kpc]
-4.57031 -0.0279583 -4.36134 -3.0842
-4.5625 -0.0294152 -4.36353 -3.07804
-4.55469 -0.0308699 -4.36574 -3.0719
-4.54688 -0.0323225 -4.36797 -3.06579
-4.53906 -0.0337731 -4.37022 -3.0597
-4.53125 -0.0352216 -4.3725 -3.05363
-4.52344 -0.0366681 -4.3748 -3.04758
-4.51562 -0.0381128 -4.37713 -3.04155
-4.50781 -0.0395556 -4.37947 -3.03555
-4.5 -0.0409967 -4.38184 -3.02956
-4.49219 -0.0424361 -4.38424 -3.02359
-4.48438 -0.0438738 -4.38665 -3.01765
-4.47656 -0.0453099 -4.3891 -3.01172
-4.46875 -0.0467445 -4.39156 -3.00581
-4.46094 -0.0481777 -4.39405 -2.99992
-4.45312 -0.0496095 -4.39656 -2.99405
-4.44531 -0.0510399 -4.39909 -2.9882
-4.4375 -0.052469 -4.40165 -2.98236
-4.42969 -0.053897 -4.40423 -2.97655
-4.42188 -0.0553238 -4.40683 -2.97075
-4.41406 -0.0567494 -4.40946 -2.96496
-4.40625 -0.0581741 -4.41212 -2.9592
-4.39844 -0.0595978 -4.41479 -2.95345
-4.39062 -0.0610205 -4.41749 -2.94771
-4.38281 -0.0624424 -4.42021 -2.942
-4.375 -0.0638634 -4.42296 -2.9363
-4.36719 -0.0652837 -4.42573 -2.93061
-4.35938 -0.0667034 -4.42853 -2.92494
-4.35156 -0.0681224 -4.43135 -2.91928
-4.34375 -0.0695408 -4.43419 -2.91364
-4.33594 -0.0709587 -4.43706 -2.90801
-4.32812 -0.0723761 -4.43995 -2.9024
-4.32031 -0.0737931 -4.44287 -2.8968
-4.3125 -0.0752098 -4.44581 -2.89121
-4.30469 -0.0766262 -4.44877 -2.88564
-4.29688 -0.0780423 -4.45176 -2.88008
-4.28906 -0.0794583 -4.45478 -2.87453
-4.28125 -0.0808741 -4.45781 -2.869
-4.27344 -0.0822899 -4.46088 -2.86347
-4.26562 -0.0837056 -4.46397 -2.85796
-4.25781 -0.0851214 -4.46708 -2.85246
-4.25 -0.0865373 -4.47022 -2.84698
-4.24219 -0.0879533 -4.47338 -2.8415
-4.23438 -0.0893696 -4.47657 -2.83604
-4.22656 -0.0907861 -4.47978 -2.83058
-4.21875 -0.0922029 -4.48302 -2.82514
-4.21094 -0.0936201 -4.48629 -2.81971
-4.20312 -0.0950378 -4.48958 -2.81428
-4.19531 -0.0964559 -4.49289 -2.80887
-4.1875 -0.0978746 -4.49623 -2.80347
-4.17969 -0.0992938 -4.4996 -2.79807
-4.17188 -0.100714 -4.50299 -2.79269
-4.16406 -0.102134 -4.50641 -2.78731
-4.15625 -0.103556 -4.50986 -2.78194
-4.14844 -0.104978 -4.51333 -2.77658
-4.14062 -0.106401 -4.51683 -2.77123
-4.13281 -0.107825 -4.52035 -2.76589
-4.125 -0.10925 -4.5239 -2.76056
-4.11719 -0.110676 -4.52748 -2.75523
-4.10938 -0.112103 -4.53108 -2.74991
-4.10156 -0.113531 -4.53472 -2.7446
-4.09375 -0.114961 -4.53837 -2.73929
-4.08594 -0.116391 -4.54206 -2.734
-4.07812 -0.117823 -4.54577 -2.72871
-4.07031 -0.119256 -4.54951 -2.72342
-4.0625 -0.120691 -4.55328 -2.71814
-4.05469 -0.122127 -4.55707 -2.71287
-4.04688 -0.123565 -4.5609 -2.7076
-4.03906 -0.125004 -4.56475 -2.70234
-4.03125 -0.126445 -4.56862 -2.69708
-4.02344 -0.127888 -4.57253 -2.69183
-4.01562 -0.129333 -4.57647 -2.68659
-4.00781 -0.130779 -4.58043 -2.68135
-4 -0.132227 -4.58442 -2.67611
-3.99219 -0.133677 -4.58844 -2.67088
-3.98438 -0.135129 -4.59249 -2.66565
-3.97656 -0.136583 -4.59657 -2.66043
-3.96875 -0.138039 -4.60068 -2.65521
-3.96094 -0.139497 -4.60482 -2.64999
-3.95312 -0.140957 -4.60898 -2.64478
-3.94531 -0.14242 -4.61318 -2.63957
-3.9375 -0.143885 -4.61741 -2.63436
-3.92969 -0.145352 -4.62166 -2.62916
-3.92188 -0.146822 -4.62595 -2.62396
-3.91406 -0.148294 -4.63027 -2.61876
-3.90625 -0.149769 -4.63461 -2.61356
-3.89844 -0.151246 -4.63899 -2.60837
-3.89062 -0.152726 -4.6434 -2.60318
-3.88281 -0.154209 -4.64784 -2.59799
-3.875 -0.155694 -4.65231 -2.5928
-3.86719 -0.157183 -4.65681 -2.58761
-3.85938 -0.158674 -4.66135 -2.58243
-3.85156 -0.160168 -4.66591 -2.57724
-3.84375 -0.161665 -4.67051 -2.57206
-3.83594 -0.163165 -4.67514 -2.56687
-3.82812 -0.164669 -4.6798 -2.56169
-3.82031 -0.166175 -4.6845 -2.55651
-3.8125 -0.167685 -4.68923 -2.55133
-3.80469 -0.169198 -4.69399 -2.54615
-3.79688 -0.170714 -4.69878 -2.54096
-3.78906 -0.172234 -4.70361 -2.53578
-3.78125 -0.173757 -4.70847 -2.5306
-3.77344 -0.175284 -4.71336 -2.52541
-3.76562 -0.176814 -4.71829 -2.52023
-3.75781 -0.178348 -4.72326 -2.51504
-3.75 -0.179886 -4.72825 -2.50986
-3.74219 -0.181428 -4.73329 -2.50467
-3.73438 -0.182973 -4.73835 -2.49948
-3.72656 -0.184522 -4.74346 -2.49429
-3.71875 -0.186076 -4.74859 -2.4891
-3.71094 -0.187633 -4.75377 -2.4839
-3.70312 -0.189194 -4.75898 -2.4787
-3.69531 -0.19076 -4.76422 -2.4735
-3.6875 -0.19233 -4.7695 -2.4683
-3.67969 -0.193904 -4.77482 -2.4631
-3.67188 -0.195482 -4.78018 -2.45789
-3.66406 -0.197065 -4.78557 -2.45268
-3.65625 -0.198653 -4.791 -2.44746
-3.64844 -0.200244 -4.79647 -2.44225
-3.64062 -0.201841 -4.80197 -2.43703
-3.63281 -0.203442 -4.80751 -2.4318
-3.625 -0.205048 -4.8131 -2.42657
-3.61719 -0.206659 -4.81872 -2.42134
-3.60938 -0.208275 -4.82438 -2.4161
-3.60156 -0.209896 -4.83008 -2.41086
-3.59375 -0.211521 -4.83581 -2.40562
-3.58594 -0.213152 -4.84159 -2.40036
-3.57812 -0.214788 -4.84741 -2.39511
-3.57031 -0.21643 -4.85327 -2.38985
-3.5625 -0.218076 -4.85917 -2.38458
-3.55469 -0.219728 -4.86511 -2.37931
-3.54688 -0.221386 -4.87109 -2.37403
-3.53906 -0.223049 -4.87712 -2.36875
-3.53125 -0.224717 -4.88318 -2.36346
-3.52344 -0.226392 -4.88929 -2.35817
-3.51562 -0.228072 -4.89544 -2.35287
-3.50781 -0.229758 -4.90164 -2.34756
-3.5 -0.231449 -4.90787 -2.34225
-3.49219 -0.233147 -4.91416 -2.33693
-3.48438 -0.234851 -4.92048 -2.3316
-3.47656 -0.236561 -4.92685 -2.32627
-3.46875 -0.238277 -4.93326 -2.32092
-3.46094 -0.24 -4.93972 -2.31558
-3.45312 -0.241729 -4.94623 -2.31022
-3.44531 -0.243464 -4.95278 -2.30485
-3.4375 -0.245206 -4.95937 -2.29948
-3.42969 -0.246955 -4.96602 -2.2941
-3.42188 -0.24871 -4.97271 -2.28871
-3.41406 -0.250472 -4.97944 -2.28332
-3.40625 -0.252241 -4.98623 -2.27791
-3.39844 -0.254017 -4.99306 -2.2725
-3.39062 -0.255799 -4.99994 -2.26707
-3.38281 -0.257589 -5.00687 -2.26164
-3.375 -0.259387 -5.01385 -2.2562
-3.36719 -0.261191 -5.02088 -2.25075
-3.35938 -0.263003 -5.02796 -2.24529
-3.35156 -0.264822 -5.03509 -2.23982
-3.34375 -0.266649 -5.04227 -2.23434
-3.33594 -0.268484 -5.0495 -2.22884
-3.32812 -0.270326 -5.05678 -2.22334
-3.32031 -0.272177 -5.06412 -2.21783
-3.3125 -0.274035 -5.0715 -2.21231
-3.30469 -0.275901 -5.07894 -2.20678
-3.29688 -0.277775 -5.08644 -2.20123
-3.28906 -0.279658 -5.09399 -2.19567
-3.28125 -0.281548 -5.10159 -2.19011
-3.27344 -0.283448 -5.10925 -2.18453
-3.26562 -0.285355 -5.11696 -2.17894
-3.25781 -0.287272 -5.12473 -2.17333
-3.25 -0.289197 -5.13255 -2.16772
-3.24219 -0.291131 -5.14043 -2.16209
-3.23438 -0.293074 -5.14837 -2.15645
-3.22656 -0.295025 -5.15637 -2.1508
-3.21875 -0.296986 -5.16442 -2.14513
-3.21094 -0.298956 -5.17254 -2.13945
-3.20312 -0.300936 -5.18071 -2.13376
-3.19531 -0.302925 -5.18894 -2.12806
-3.1875 -0.304923 -5.19724 -2.12234
-3.17969 -0.306932 -5.20559 -2.1166
-3.17188 -0.30895 -5.214 -2.11085
-3.16406 -0.310977 -5.22248 -2.10509
-3.15625 -0.313015 -5.23102 -2.09931
-3.14844 -0.315063 -5.23963 -2.09352
-3.14062 -0.317121 -5.24829 -2.08772
-3.13281 -0.31919 -5.25702 -2.08189
-3.125 -0.321269 -5.26582 -2.07606
-3.11719 -0.323358 -5.27468 -2.0702
-3.10938 -0.325459 -5.28361 -2.06433
-3.10156 -0.32757 -5.2926 -2.05845
-3.09375 -0.329692 -5.30167 -2.05255
-3.08594 -0.331825 -5.3108 -2.04663
-3.07812 -0.33397 -5.31999 -2.04069
-3.07031 -0.336125 -5.32926 -2.03474
-3.0625 -0.338293 -5.3386 -2.02877
-3.05469 -0.340471 -5.34801 -2.02279
-3.04688 -0.342662 -5.35749 -2.01678
-3.03906 -0.344864 -5.36704 -2.01076
-3.03125 -0.347079 -5.37666 -2.00472
-3.02344 -0.349305 -5.38636 -1.99866
-3.01562 -0.351544 -5.39613 -1.99259
-3.00781 -0.353795 -5.40597 -1.98649
-3 -0.356059 -5.41589 -1.98038
-2.99219 -0.358335 -5.42589 -1.97424
-2.98438 -0.360625 -5.43596 -1.96809
-2.97656 -0.362927 -5.44611 -1.96191
-2.96875 -0.365243 -5.45634 -1.95572
-2.96094 -0.367571 -5.46665 -1.94951
-2.95312 -0.369914 -5.47704 -1.94327
-2.94531 -0.372269 -5.4875 -1.93701
-2.9375 -0.374639 -5.49805 -1.93074
-2.92969 -0.377023 -5.50869 -1.92444
-2.92188 -0.37942 -5.5194 -1.91812
-2.91406 -0.381832 -5.5302 -1.91178
-2.90625 -0.384258 -5.54108 -1.90541
-2.89844 -0.386699 -5.55205 -1.89902
-2.89062 -0.389155 -5.56311 -1.89261
-2.88281 -0.391625 -5.57425 -1.88618
-2.875 -0.394111 -5.58548 -1.87972
-2.86719 -0.396611 -5.5968 -1.87324
-2.85938 -0.399128 -5.6082 -1.86674
-2.85156 -0.401659 -5.6197 -1.86021
-2.84375 -0.404207 -5.6313 -1.85366
-2.83594 -0.406771 -5.64298 -1.84708
-2.82812 -0.409351 -5.65476 -1.84047
-2.82031 -0.411947 -5.66663 -1.83384
-2.8125 -0.414559 -5.67859 -1.82719
-2.80469 -0.417189 -5.69066 -1.82051
-2.79688 -0.419835 -5.70282 -1.8138
-2.78906 -0.422499 -5.71508 -1.80706
-2.78125 -0.42518 -5.72743 -1.8003
-2.77344 -0.427878 -5.73989 -1.79351
-2.76562 -0.430594 -5.75245 -1.78669
-2.75781 -0.433328 -5.76512 -1.77984
-2.75 -0.436081 -5.77788 -1.77297
-2.74219 -0.438851 -5.79075 -1.76606
-2.73438 -0.441641 -5.80373 -1.75913
-2.72656 -0.444449 -5.81681 -1.75216
-2.71875 -0.447276 -5.83001 -1.74517
-2.71094 -0.450122 -5.84331 -1.73814
-2.70312 -0.452988 -5.85672 -1.73109
-2.69531 -0.455874 -5.87024 -1.724
-2.6875 -0.45878 -5.88387 -1.71688
-2.67969 -0.461706 -5.89762 -1.70973
-2.67188 -0.464652 -5.91149 -1.70254
-2.66406 -0.467619 -5.92547 -1.69532
-2.65625 -0.470607 -5.93957 -1.68807
-2.64844 -0.473616 -5.95378 -1.68079
-2.64062 -0.476647 -5.96812 -1.67346
-2.63281 -0.479699 -5.98258 -1.66611
-2.625 -0.482774 -5.99716 -1.65872
-2.61719 -0.485871 -6.01187 -1.65129
-2.60938 -0.48899 -6.0267 -1.64383
-2.60156 -0.492132 -6.04166 -1.63633
-2.59375 -0.495297 -6.05674 -1.62879
-2.58594 -0.498486 -6.07196 -1.62122
-2.57812 -0.501698 -6.0873 -1.6136
-2.57031 -0.504934 -6.10278 -1.60595
-2.5625 -0.508195 -6.1184 -1.59826
-2.55469 -0.51148 -6.13415 -1.59053
-2.54688 -0.51479 -6.15003 -1.58275
-2.53906 -0.518125 -6.16606 -1.57494
-2.53125 -0.521486 -6.18222 -1.56709
-2.52344 -0.524872 -6.19853 -1.55919
-2.51562 -0.528285 -6.21498 -1.55125
-2.50781 -0.531724 -6.23158 -1.54327
-2.5 -0.53519 -6.24832 -1.53524
-2.49219 -0.538683 -6.26521 -1.52717
-2.48438 -0.542204 -6.28225 -1.51905
-2.47656 -0.545752 -6.29944 -1.51089
-2.46875 -0.549329 -6.31679 -1.50268
-2.46094 -0.552934 -6.33429 -1.49442
-2.45312 -0.556568 -6.35194 -1.48611
-2.44531 -0.560231 -6.36976 -1.47776
-2.4375 -0.563925 -6.38774 -1.46936
-2.42969 -0.567648 -6.40588 -1.46091
-2.42188 -0.571402 -6.42418 -1.4524
-2.41406 -0.575186 -6.44266 -1.44385
-2.40625 -0.579002 -6.4613 -1.43524
-2.39844 -0.58285 -6.48011 -1.42658
-2.39062 -0.586729 -6.49909 -1.41787
-2.38281 -0.590641 -6.51825 -1.4091
-2.375 -0.594586 -6.53758 -1.40028
-2.36719 -0.598565 -6.5571 -1.3914
-2.35938 -0.602577 -6.57679 -1.38247
-2.35156 -0.606624 -6.59667 -1.37347
-2.34375 -0.610705 -6.61673 -1.36442
-2.33594 -0.614822 -6.63698 -1.35531
-2.32812 -0.618974 -6.65742 -1.34614
-2.32031 -0.623163 -6.67805 -1.33691
-2.3125 -0.627388 -6.69888 -1.32761
-2.30469 -0.63165 -6.7199 -1.31825
-2.29688 -0.63595 -6.74112 -1.30883
-2.28906 -0.640288 -6.76255 -1.29934
-2.28125 -0.644665 -6.78418 -1.28979
-2.27344 -0.649081 -6.80601 -1.28017
-2.26562 -0.653536 -6.82806 -1.27048
-2.25781 -0.658033 -6.85031 -1.26072
-2.25 -0.66257 -6.87278 -1.25089
-2.24219 -0.667148 -6.89547 -1.24099
-2.23438 -0.671769 -6.91838 -1.23102
-2.22656 -0.676432 -6.94151 -1.22097
-2.21875 -0.681138 -6.96487 -1.21085
-2.21094 -0.685888 -6.98846 -1.20065
-2.20312 -0.690683 -7.01228 -1.19038
-2.19531 -0.695523 -7.03633 -1.18002
-2.1875 -0.700408 -7.06062 -1.16959
-2.17969 -0.70534 -7.08515 -1.15907
-2.17188 -0.710319 -7.10992 -1.14848
-2.16406 -0.715346 -7.13494 -1.1378
-2.15625 -0.720421 -7.16021 -1.12703
-2.14844 -0.725545 -7.18574 -1.11618
-2.14062 -0.730719 -7.21152 -1.10524
-2.13281 -0.735944 -7.23756 -1.09421
-2.125 -0.74122 -7.26386 -1.08309
-2.11719 -0.746548 -7.29043 -1.07187
-2.10938 -0.751928 -7.31728 -1.06056
-2.10156 -0.757363 -7.34439 -1.04916
-2.09375 -0.762852 -7.37178 -1.03766
-2.08594 -0.768396 -7.39946 -1.02606
-2.07812 -0.773996 -7.42742 -1.01436
-2.07031 -0.779653 -7.45567 -1.00255
-2.0625 -0.785368 -7.48421 -0.990644
-2.05469 -0.791142 -7.51305 -0.97863
-2.04688 -0.796975 -7.54219 -0.966508
-2.03906 -0.802868 -7.57163 -0.954276
-2.03125 -0.808823 -7.60139 -0.941932
-2.02344 -0.81484 -7.63146 -0.929474
-2.01562 -0.82092 -7.66184 -0.916901
-2.00781 -0.827065 -7.69255 -0.904209
-2 -0.833275 -7.72359 -0.891398
-1.99219 -0.839551 -7.75495 -0.878464
-1.98438 -0.845894 -7.78665 -0.865406
-1.97656 -0.852306 -7.8187 -0.852221
-1.96875 -0.858787 -7.85109 -0.838907
-1.96094 -0.865339 -7.88382 -0.825462
-1.95312 -0.871962 -7.91692 -0.811882
-1.94531 -0.878658 -7.95037 -0.798167
-1.9375 -0.885428 -7.98419 -0.784313
-1.92969 -0.892274 -8.01839 -0.770317
-1.92188 -0.899195 -8.05295 -0.756177
-1.91406 -0.906195 -8.0879 -0.74189
-1.90625 -0.913273 -8.12324 -0.727453
-1.89844 -0.920431 -8.15897 -0.712864
-1.89062 -0.927671 -8.19509 -0.69812
-1.88281 -0.934994 -8.23163 -0.683217
-1.875 -0.9424 -8.26857 -0.668152
-1.86719 -0.949893 -8.30593 -0.652923
-1.85938 -0.957472 -8.34371 -0.637526
-1.85156 -0.96514 -8.38192 -0.621958
-1.84375 -0.972898 -8.42056 -0.606215
-1.83594 -0.980748 -8.45965 -0.590295
-1.82812 -0.98869 -8.49919 -0.574192
-1.82031 -0.996727 -8.53918 -0.557905
-1.8125 -1.00486 -8.57963 -0.541429
-1.80469 -1.01309 -8.62055 -0.524759
-1.79688 -1.02142 -8.66195 -0.507894
-1.78906 -1.02985 -8.70383 -0.490828
-1.78125 -1.03839 -8.7462 -0.473556
-1.77344 -1.04703 -8.78907 -0.456076
-1.76562 -1.05578 -8.83245 -0.438383
-1.75781 -1.06463 -8.87634 -0.420472
-1.75 -1.0736 -8.92075 -0.402339
-1.74219 -1.08268 -8.9657 -0.383979
-1.73438 -1.09187 -9.01118 -0.365387
-1.72656 -1.10118 -9.05721 -0.346559
-1.71875 -1.11061 -9.10379 -0.327489
-1.71094 -1.12016 -9.15094 -0.308172
-1.70312 -1.12983 -9.19866 -0.288604
-1.69531 -1.13963 -9.24697 -0.268778
-1.6875 -1.14955 -9.29587 -0.248688
-1.67969 -1.15961 -9.34537 -0.22833
-1.67188 -1.16979 -9.39548 -0.207698
-1.66406 -1.18011 -9.44621 -0.186784
-1.65625 -1.19057 -9.49758 -0.165584
-1.64844 -1.20117 -9.54958 -0.14409
-1.64062 -1.21191 -9.60224 -0.122297
-1.63281 -1.2228 -9.65557 -0.100197
-1.625 -1.23384 -9.70956 -0.0777832
-1.61719 -1.24502 -9.76425 -0.0550491
-1.60938 -1.25636 -9.81963 -0.0319873
-1.60156 -1.26786 -9.87571 -0.00859019
-1.59375 -1.27951 -9.93252 0.0151501
-1.58594 -1.29133 -9.99007 0.0392413
-1.57812 -1.30331 -10.0484 0.0636913
-1.57031 -1.31547 -10.1074 0.0885088
-1.5625 -1.32779 -10.1672 0.113703
-1.55469 -1.3403 -10.2278 0.139281
-1.54688 -1.35298 -10.2892 0.165254
-1.53906 -1.36584 -10.3514 0.19163
-1.53125 -1.37889 -10.4145 0.218419
-1.52344 -1.39214 -10.4783 0.245631
-1.51562 -1.40557 -10.5431 0.273276
-1.50781 -1.41921 -10.6087 0.301364
-1.5 -1.43305 -10.6752 0.329908
-1.49219 -1.44709 -10.7426 0.358916
-1.48438 -1.46135 -10.8109 0.388402
-1.47656 -1.47582 -10.8801 0.418377
-1.46875 -1.49051 -10.9503 0.448853
-1.46094 -1.50542 -11.0214 0.479842
-1.45312 -1.52057 -11.0936 0.511358
-1.44531 -1.53595 -11.1667 0.543413
-1.4375 -1.55157 -11.2409 0.576022
-1.42969 -1.56743 -11.3161 0.609199
-1.42188 -1.58354 -11.3924 0.642957
-1.41406 -1.59991 -11.4697 0.677313
-1.40625 -1.61654 -11.5482 0.712282
-1.39844 -1.63343 -11.6277 0.747879
-1.39062 -1.6506 -11.7085 0.784121
-1.38281 -1.66804 -11.7903 0.821026
-1.375 -1.68577 -11.8734 0.85861
-1.36719 -1.70379 -11.9576 0.896892
-1.35938 -1.72211 -12.0431 0.93589
-1.35156 -1.74073 -12.1299 0.975624
-1.34375 -1.75966 -12.2179 1.01611
-1.33594 -1.77891 -12.3072 1.05738
-1.32812 -1.79849 -12.3979 1.09944
-1.32031 -1.8184 -12.4899 1.14232
-1.3125 -1.83865 -12.5832 1.18605
-1.30469 -1.85925 -12.678 1.23064
-1.29688 -1.8802 -12.7743 1.27612
-1.28906 -1.90152 -12.8719 1.32251
-1.28125 -1.92322 -12.9711 1.36984
-1.27344 -1.9453 -13.0718 1.41815
-1.26562 -1.96777 -13.174 1.46744
-1.25781 -1.99064 -13.2779 1.51776
-1.25 -2.01392 -13.3833 1.56913
-1.24219 -2.03763 -13.4904 1.62159
-1.23438 -2.06176 -13.5992 1.67515
-1.22656 -2.08634 -13.7096 1.72987
-1.21875 -2.11137 -13.8219 1.78577
-1.21094 -2.13687 -13.9359 1.84289
-1.20312 -2.16284 -14.0517 1.90125
-1.19531 -2.18929 -14.1693 1.96091
-1.1875 -2.21625 -14.2889 2.0219
-1.17969 -2.24372 -14.4104 2.08426
-1.17188 -2.27172 -14.5339 2.14803
-1.16406 -2.30026 -14.6594 2.21325
-1.15625 -2.32935 -14.7869 2.27997
-1.14844 -2.35901 -14.9166 2.34824
-1.14062 -2.38925 -15.0484 2.41811
-1.13281 -2.42009 -15.1823 2.48962
-1.125 -2.45155 -15.3185 2.56282
-1.11719 -2.48363 -15.457 2.63778
-1.10938 -2.51636 -15.5978 2.71454
-1.10156 -2.54975 -15.741 2.79316
-1.09375 -2.58383 -15.8866 2.87372
-1.08594 -2.61861 -16.0347 2.95626
-1.07812 -2.65411 -16.1854 3.04085
-1.07031 -2.69034 -16.3386 3.12755
-1.0625 -2.72734 -16.4944 3.21646
-1.05469 -2.76512 -16.653 3.30762
-1.04688 -2.8037 -16.8143 3.40112
-1.03906 -2.84311 -16.9785 3.49703
-1.03125 -2.88337 -17.1455 3.59545
-1.02344 -2.9245 -17.3155 3.69645
-1.01562 -2.96652 -17.4884 3.80013
-1.00781 -3.02078 -17.727 3.88421
-1 -3.0734 -17.9568 3.96379
-0.992188 -3.11807 -18.133 4.07309
-0.984375 -3.16734 -18.3209 4.19494
-0.976562 -3.21643 -18.5 4.31857
-0.96875 -3.26709 -18.6778 4.44804
-0.960938 -3.31945 -18.8546 4.58367
-0.953125 -3.37338 -19.0301 4.72516
-0.945312 -3.42925 -19.2053 4.87355
-0.9375 -3.48712 -19.3805 5.02909
-0.929688 -3.54667 -19.5545 5.19087
-0.921875 -3.60802 -19.7278 5.35927
-0.914062 -3.67126 -19.9005 5.53457
-0.90625 -3.73646 -20.0729 5.71699
-0.898438 -3.80366 -20.2449 5.90672
-0.890625 -3.87292 -20.4169 6.10399
-0.882812 -3.94424 -20.5887 6.30878
-0.875 -4.01753 -20.7602 6.52075
-0.867188 -4.09301 -20.9318 6.74074
-0.859375 -4.17091 -21.1041 6.9696
-0.851562 -4.25122 -21.277 7.20724
-0.84375 -4.33382 -21.4501 7.45333
-0.835938 -4.41879 -21.6239 7.70815
-0.828125 -4.50628 -21.7983 7.9722
-0.820312 -4.59632 -21.9737 8.24572
-0.8125 -4.68896 -22.15 8.52878
-0.804688 -4.78431 -22.3274 8.82196
-0.796875 -4.88245 -22.5061 9.12547
-0.789062 -4.98341 -22.6862 9.43947
-0.78125 -5.08735 -22.8677 9.76461
-0.773438 -5.19428 -23.051 10.101
-0.765625 -5.30432 -23.236 10.449
-0.757812 -5.41762 -23.423 10.8095
-0.75 -5.53416 -23.612 11.1821
-0.742188 -5.65401 -23.8033 11.5672
-0.734375 -5.77737 -23.9968 11.9657
-0.726562 -5.90438 -24.1928 12.3783
-0.71875 -6.03518 -24.3916 12.8055
-0.710938 -6.16983 -24.5931 13.2477
-0.703125 -6.3084 -24.7974 13.7051
-0.695312 -6.45106 -25.0048 14.1785
-0.6875 -6.59796 -25.2154 14.6686
-0.679688 -6.74923 -25.4291 15.176
-0.671875 -6.90499 -25.6462 15.7013
-0.664062 -7.06538 -25.867 16.2451
-0.65625 -7.23059 -26.0913 16.8083
-0.648438 -7.40079 -26.3191 17.392
-0.640625 -7.57612 -26.5508 17.9965
-0.632812 -7.75676 -26.7865 18.6229
-0.625 -7.94293 -27.0259 19.2725
-0.617188 -8.13481 -27.2692 19.9458
-0.609375 -8.33252 -27.5166 20.6438
-0.601562 -8.53635 -27.7678 21.3679
-0.59375 -8.74653 -28.0228 22.1195
-0.585938 -8.96325 -28.2821 22.8991
-0.578125 -9.18675 -28.5452 23.7084
-0.570312 -9.41729 -28.8117 24.5492
-0.5625 -9.6551 -29.0817 25.4223
-0.554688 -9.9004 -29.3555 26.329
-0.546875 -10.1535 -29.6323 27.2713
-0.539062 -10.4147 -29.9116 28.2514
-0.53125 -10.6843 -30.1933 29.2706
-0.523438 -10.9625 -30.4768 30.3309
-0.515625 -11.2497 -30.7617 31.4341
-0.507812 -11.5445 -31.0884 32.5691
-0.5 -11.8443 -31.4238 33.7372
-0.492188 -12.1449 -31.7297 34.9386
-0.484375 -12.4435 -32.0414 36.1625
-0.476562 -12.7409 -32.3588 37.4139
-0.46875 -13.0375 -32.6806 38.6955
-0.460938 -13.3335 -33.0053 40.0092
-0.453125 -13.6293 -33.3316 41.3587
-0.445312 -13.9252 -33.6582 42.7459
-0.4375 -14.2216 -33.9828 44.1757
-0.429688 -14.5191 -34.3025 45.6526
-0.421875 -14.8178 -34.6155 47.1789
