# time[~Gyr] x y z[kpc] vx vy vz[km/s]
-1.47656 29.5554 236.525 13.8513 1.74838 -95.8404 -79.4406
-1.46875 29.5687 235.774 13.2306 1.66802 -96.4599 -79.4483
-1.46094 29.5814 235.018 12.6099 1.58691 -97.0828 -79.4544
-1.45312 29.5935 234.257 11.9891 1.50506 -97.7093 -79.4589
-1.44531 29.6049 233.491 11.3684 1.42245 -98.3393 -79.4618
-1.4375 29.6157 232.72 10.7476 1.33907 -98.973 -79.4631
-1.42969 29.6259 231.945 10.1268 1.25491 -99.6103 -79.4628
-1.42188 29.6353 231.164 9.50596 1.16996 -100.251 -79.4608
-1.41406 29.6441 230.378 8.88519 1.08421 -100.896 -79.4571
-1.40625 29.6523 229.587 8.26445 0.997643 -101.544 -79.4516
-1.39844 29.6597 228.791 7.64377 0.91025 -102.197 -79.4444
-1.39062 29.6665 227.99 7.02314 0.822018 -102.853 -79.4354
-1.38281 29.6726 227.184 6.4026 0.732937 -103.513 -79.4245
-1.375 29.6779 226.373 5.78214 0.642992 -104.177 -79.4118
-1.36719 29.6826 225.557 5.16179 0.552172 -104.845 -79.3972
-1.35938 29.6866 224.735 4.54157 0.460463 -105.517 -79.3807
-1.35156 29.6898 223.908 3.92148 0.367853 -106.193 -79.3622
-1.34375 29.6923 223.076 3.30154 0.274327 -106.874 -79.3416
-1.33594 29.6941 222.238 2.68177 0.179872 -107.558 -79.3191
-1.32812 29.6951 221.395 2.06219 0.0844727 -108.247 -79.2944
-1.32031 29.6954 220.547 1.44281 -0.0118842 -108.94 -79.2676
-1.3125 29.6949 219.693 0.823642 -0.109214 -109.638 -79.2387
-1.30469 29.6937 218.833 0.204711 -0.207531 -110.34 -79.2075
-1.29688 29.6917 217.969 -0.413967 -0.306852 -111.046 -79.1741
-1.28906 29.6889 217.098 -1.03238 -0.407191 -111.757 -79.1384
-1.28125 29.6853 216.222 -1.6505 -0.508565 -112.473 -79.1004
-1.27344 29.6809 215.341 -2.26831 -0.610991 -113.193 -79.06
-1.26562 29.6758 214.454 -2.8858 -0.714485 -113.918 -79.0172
-1.25781 29.6698 213.561 -3.50294 -0.819064 -114.648 -78.9718
-1.25 29.663 212.662 -4.11972 -0.924746 -115.382 -78.924
-1.24219 29.6553 211.758 -4.73612 -1.03155 -116.122 -78.8735
-1.23438 29.6468 210.848 -5.35211 -1.13949 -116.866 -78.8204
-1.22656 29.6375 209.932 -5.96768 -1.24859 -117.616 -78.7647
-1.21875 29.6273 209.01 -6.5828 -1.35887 -118.37 -78.7062
-1.21094 29.6163 208.082 -7.19745 -1.47034 -119.13 -78.6449
-1.20312 29.6043 207.149 -7.81161 -1.58303 -119.895 -78.5807
-1.19531 29.5915 206.209 -8.42526 -1.69696 -120.665 -78.5136
-1.1875 29.5778 205.263 -9.03838 -1.81214 -121.441 -78.4435
-1.17969 29.5632 204.312 -9.65093 -1.92861 -122.222 -78.3704
-1.17188 29.5477 203.354 -10.2629 -2.04637 -123.008 -78.2941
-1.16406 29.5312 202.39 -10.8743 -2.16546 -123.8 -78.2147
-1.15625 29.5138 201.419 -11.485 -2.2859 -124.598 -78.1321
-1.14844 29.4955 200.443 -12.0951 -2.4077 -125.402 -78.0461
-1.14062 29.4762 199.46 -12.7045 -2.5309 -126.211 -77.9567
-1.13281 29.456 198.471 -13.3131 -2.65552 -127.026 -77.8638
-1.125 29.4347 197.475 -13.9211 -2.78159 -127.848 -77.7674
-1.11719 29.4125 196.473 -14.5282 -2.90912 -128.675 -77.6674
-1.10938 29.3893 195.464 -15.1346 -3.03815 -129.508 -77.5637
-1.10156 29.365 194.449 -15.7401 -3.16871 -130.348 -77.4562
-1.09375 29.3397 193.428 -16.3448 -3.30082 -131.194 -77.3448
-1.08594 29.3134 192.399 -16.9486 -3.4345 -132.046 -77.2294
-1.07812 29.2861 191.364 -17.5515 -3.5698 -132.905 -77.11
-1.07031 29.2576 190.323 -18.1535 -3.70674 -133.771 -76.9864
-1.0625 29.2281 189.274 -18.7544 -3.84535 -134.643 -76.8585
-1.05469 29.1976 188.219 -19.3544 -3.98566 -135.522 -76.7263
-1.04688 29.1659 187.157 -19.9533 -4.1277 -136.408 -76.5897
-1.03906 29.1331 186.088 -20.5511 -4.27151 -137.301 -76.4484
-1.03125 29.0991 185.011 -21.1477 -4.41713 -138.201 -76.3025
-1.02344 29.064 183.928 -21.7433 -4.56458 -139.108 -76.1518
-1.01562 29.0278 182.838 -22.3376 -4.7139 -140.023 -75.9962
-1.00781 28.9904 181.74 -22.9307 -4.86513 -140.945 -75.8356
-1 28.9518 180.635 -23.5225 -5.01876 -141.876 -75.6711
-0.992188 28.9119 179.523 -24.113 -5.17471 -142.817 -75.5031
-0.984375 28.8709 178.404 -24.7022 -5.33267 -143.766 -75.3299
-0.976562 28.8286 177.277 -25.29 -5.49281 -144.723 -75.1511
-0.96875 28.7851 176.143 -25.8764 -5.65514 -145.688 -74.9665
-0.960938 28.7402 175.001 -26.4614 -5.81969 -146.661 -74.7761
-0.953125 28.6941 173.851 -27.0448 -5.98653 -147.642 -74.5796
-0.945312 28.6467 172.694 -27.6267 -6.15573 -148.632 -74.3769
-0.9375 28.5979 171.529 -28.2069 -6.32734 -149.63 -74.1677
-0.929688 28.5478 170.356 -28.7855 -6.50145 -150.636 -73.9518
-0.921875 28.4963 169.175 -29.3624 -6.67812 -151.651 -73.729
-0.914062 28.4435 167.986 -29.9375 -6.85741 -152.675 -73.499
-0.90625 28.3892 166.789 -30.5108 -7.03938 -153.708 -73.2617
-0.898438 28.3335 165.584 -31.0822 -7.22412 -154.75 -73.0167
-0.890625 28.2763 164.371 -31.6516 -7.4117 -155.801 -72.7639
-0.882812 28.2176 163.15 -32.2191 -7.60218 -156.861 -72.503
-0.875 28.1575 161.92 -32.7845 -7.79565 -157.93 -72.2337
-0.867188 28.0958 160.682 -33.3477 -7.99218 -159.009 -71.9557
-0.859375 28.0326 159.436 -33.9087 -8.19185 -160.097 -71.6689
-0.851562 27.9678 158.181 -34.4675 -8.39474 -161.195 -71.3729
-0.84375 27.9014 156.917 -35.0239 -8.60095 -162.303 -71.0674
-0.835938 27.8334 155.645 -35.5779 -8.81056 -163.42 -70.7521
-0.828125 27.7637 154.364 -36.1294 -9.02365 -164.548 -70.4267
-0.820312 27.6924 153.074 -36.6783 -9.24032 -165.686 -70.0908
-0.8125 27.6194 151.775 -37.2245 -9.46066 -166.835 -69.7442
-0.804688 27.5446 150.467 -37.768 -9.68477 -167.994 -69.3865
-0.796875 27.468 149.15 -38.3086 -9.91274 -169.163 -69.0174
-0.789062 27.3897 147.823 -38.8463 -10.1447 -170.344 -68.6364
-0.78125 27.3095 146.488 -39.381 -10.3807 -171.536 -68.2432
-0.773438 27.2274 145.143 -39.9126 -10.6209 -172.738 -67.8374
-0.765625 27.1435 143.789 -40.4409 -10.8654 -173.952 -67.4186
-0.757812 27.0577 142.425 -40.9659 -11.1142 -175.178 -66.9864
-0.75 26.9698 141.052 -41.4875 -11.3677 -176.415 -66.5403
-0.742188 26.88 139.669 -42.0056 -11.6257 -177.665 -66.0798
-0.734375 26.7882 138.276 -42.52 -11.8885 -178.926 -65.6047
-0.726562 26.6942 136.873 -43.0306 -12.1562 -180.199 -65.1142
-0.71875 26.5982 135.46 -43.5373 -12.4289 -181.485 -64.608
-0.710938 26.5 134.037 -44.04 -12.7068 -182.784 -64.0855
-0.703125 26.3996 132.604 -44.5386 -12.99 -184.095 -63.5461
-0.695312 26.297 131.161 -45.0329 -13.2786 -185.419 -62.9893
-0.6875 26.1921 129.707 -45.5227 -13.5728 -186.757 -62.4145
-0.679688 26.0849 128.242 -46.008 -13.8728 -188.108 -61.8211
-0.671875 25.9754 126.768 -46.4886 -14.1786 -189.472 -61.2084
-0.664062 25.8634 125.282 -46.9643 -14.4906 -190.85 -60.5758
-0.65625 25.7489 123.785 -47.435 -14.8088 -192.243 -59.9226
-0.648438 25.632 122.278 -47.9005 -15.1333 -193.649 -59.248
-0.640625 25.5124 120.76 -48.3607 -15.4645 -195.07 -58.5514
-0.632812 25.3903 119.23 -48.8153 -15.8025 -196.506 -57.8319
-0.625 25.2655 117.689 -49.2642 -16.1474 -197.956 -57.0887
-0.617188 25.138 116.137 -49.7072 -16.4995 -199.421 -56.321
-0.609375 25.0077 114.573 -50.1441 -16.859 -200.902 -55.5278
-0.601562 24.8745 112.998 -50.5747 -17.2261 -202.398 -54.7083
-0.59375 24.7385 111.411 -50.9988 -17.6009 -203.909 -53.8614
-0.585938 24.5995 109.812 -51.4162 -17.9838 -205.437 -52.9862
-0.578125 24.4574 108.201 -51.8266 -18.375 -206.98 -52.0816
-0.570312 24.3123 106.577 -52.2299 -18.7747 -208.54 -51.1464
-0.5625 24.1641 104.942 -52.6257 -19.1832 -210.115 -50.1796
-0.554688 24.0126 103.294 -53.0138 -19.6007 -211.708 -49.1798
-0.546875 23.8578 101.634 -53.394 -20.0275 -213.316 -48.1459
-0.539062 23.6996 99.9612 -53.7659 -20.4639 -214.942 -47.0765
-0.53125 23.538 98.2756 -54.1294 -20.9101 -216.584 -45.9701
-0.523438 23.3728 96.577 -54.4841 -21.3665 -218.244 -44.8254
-0.515625 23.2041 94.8654 -54.8296 -21.8334 -219.92 -43.6407
-0.507812 23.0316 93.1407 -55.1658 -22.3111 -221.613 -42.4145
-0.5 22.8554 91.4027 -55.4922 -22.7994 -223.323 -41.1462
-0.492188 22.6754 89.6512 -55.8085 -23.2985 -225.051 -39.8343
-0.484375 22.4913 87.8862 -56.1144 -23.8092 -226.796 -38.4767
-0.476562 22.3033 86.1074 -56.4095 -24.3315 -228.559 -37.0718
-0.46875 22.1111 84.3149 -56.6935 -24.8656 -230.339 -35.618
-0.460938 21.9147 82.5083 -56.9659 -25.4119 -232.137 -34.1132
-0.453125 21.714 80.6877 -57.2263 -25.9704 -233.951 -32.5558
-0.445312 21.5089 78.8528 -57.4743 -26.5414 -235.783 -30.9435
-0.4375 21.2992 77.0035 -57.7096 -27.1253 -237.631 -29.2745
-0.429688 21.085 75.1397 -57.9315 -27.7222 -239.495 -27.5462
-0.421875 20.866 73.2613 -58.1397 -28.3325 -241.375 -25.7564
-0.414062 20.6423 71.3682 -58.3337 -28.9563 -243.271 -23.9024
-0.40625 20.4135 69.4602 -58.5129 -29.5941 -245.18 -21.9816
-0.398438 20.1798 67.5372 -58.6769 -30.2461 -247.103 -19.9911
-0.390625 19.9409 65.5991 -58.825 -30.9127 -249.039 -17.9279
-0.382812 19.6967 63.6459 -58.9567 -31.594 -250.986 -15.7889
-0.375 19.4472 61.6774 -59.0714 -32.2906 -252.943 -13.5707
-0.367188 19.1921 59.6936 -59.1684 -33.0027 -254.909 -11.2699
-0.359375 18.9314 57.6945 -59.2472 -33.7306 -256.881 -8.88262
-0.351562 18.665 55.6799 -59.3069 -34.4747 -258.857 -6.40513
-0.34375 18.3927 53.6498 -59.3469 -35.2353 -260.836 -3.83336
-0.335938 18.1144 51.6043 -59.3664 -36.0126 -262.814 -1.16309
-0.328125 17.8299 49.5434 -59.3647 -36.8069 -264.788 1.61009
-0.320312 17.5392 47.467 -59.3408 -37.6186 -266.755 4.49071
-0.3125 17.2421 45.3754 -59.294 -38.4478 -268.711 7.48351
-0.304688 16.9384 43.2685 -59.2234 -39.2948 -270.651 10.5933
-0.296875 16.628 41.1465 -59.1281 -40.1595 -272.57 13.8251
-0.289062 16.3108 39.0097 -59.0069 -41.0421 -274.462 17.1839
-0.28125 15.9867 36.8582 -58.859 -41.9425 -276.322 20.6748
-0.273438 15.6554 34.6923 -58.6833 -42.8607 -278.142 24.3029
-0.265625 15.3169 32.5124 -58.4787 -43.7963 -279.915 28.0732
-0.257812 14.971 30.3188 -58.2441 -44.7489 -281.631 31.9907
-0.25 14.6177 28.1122 -57.9783 -45.7175 -283.277 36.0604
-0.242188 14.2566 25.8929 -57.6801 -46.7017 -284.845 40.2863
-0.234375 13.8879 23.6618 -57.3482 -47.7017 -286.328 44.6724
-0.226562 13.5112 21.4194 -56.9814 -48.7167 -287.715 49.223
-0.21875 13.1266 19.1667 -56.5784 -49.746 -288.991 53.9419
-0.210938 12.7339 16.9044 -56.1379 -50.7883 -290.143 58.832
-0.203125 12.333 14.6337 -55.6585 -51.8422 -291.156 63.8952
-0.195312 11.9238 12.3557 -55.1389 -52.9058 -292.013 69.1322
-0.1875 11.5063 10.0717 -54.5776 -53.9767 -292.696 74.5422
-0.179688 11.0804 7.78311 -53.9735 -55.0521 -293.187 80.1224
-0.171875 10.6461 5.49149 -53.3251 -56.1287 -293.467 85.8684
-0.164062 10.2034 3.19859 -52.6312 -57.2029 -293.515 91.7731
-0.15625 9.75237 0.906297 -51.8905 -58.2703 -293.312 97.8271
-0.148438 9.293 -1.38335 -51.1021 -59.3261 -292.838 104.018
-0.140625 8.82546 -3.66816 -50.2648 -60.3651 -292.072 110.331
-0.132812 8.34989 -5.94577 -49.3778 -61.3815 -290.996 116.747
-0.125 7.86649 -8.21369 -48.4403 -62.3692 -289.593 123.245
-0.117188 7.37551 -10.4693 -47.4518 -63.3218 -287.849 129.799
-0.109375 6.87725 -12.7099 -46.4121 -64.2327 -285.749 136.383
-0.101562 6.37206 -14.9327 -45.3209 -65.0955 -283.287 142.967
-0.09375 5.86034 -17.1349 -44.1783 -65.9037 -280.457 149.517
-0.0859375 5.34255 -19.3134 -42.9849 -66.6511 -277.257 156
-0.078125 4.81918 -21.4656 -41.7412 -67.3321 -273.693 162.381
-0.0703125 4.29077 -23.5885 -40.4482 -67.9418 -269.774 168.625
-0.0625 3.75788 -25.6795 -39.1071 -68.476 -265.512 174.699
-0.0546875 3.22114 -27.7359 -37.7194 -68.9316 -260.927 180.571
-0.046875 2.68114 -29.7553 -36.2866 -69.3064 -256.042 186.209
-0.0390625 2.13854 -31.7355 -34.8109 -69.5995 -250.883 191.59
-0.03125 1.59397 -33.6744 -33.2941 -69.811 -245.479 196.688
-0.0234375 1.04806 -35.5702 -31.7388 -69.9421 -239.864 201.488
-0.015625 0.501429 -37.4215 -30.1471 -69.9951 -234.07 205.974
-0.0078125 -0.0453222 -39.227 -28.5217 -69.9731 -228.13 210.138
0 -0.591616 -40.9855 -26.865 -69.878 -222.055 213.975
