# time[~Gyr] x y z[kpc] vx vy vz[km/s]
-1.3125 30.2644 217.859 -6.3444 -4.13691 -115.537 -74.3938
-1.30469 30.2317 216.953 -6.92543 -4.21592 -116.186 -74.3491
-1.29688 30.1985 216.043 -7.5061 -4.2958 -116.84 -74.3022
-1.28906 30.1646 215.128 -8.08639 -4.37654 -117.499 -74.2531
-1.28125 30.1301 214.207 -8.66629 -4.45818 -118.161 -74.2018
-1.27344 30.095 213.281 -9.24579 -4.54072 -118.829 -74.1481
-1.26562 30.0592 212.35 -9.82485 -4.62417 -119.501 -74.092
-1.25781 30.0227 211.414 -10.4035 -4.70856 -120.178 -74.0335
-1.25 29.9856 210.473 -10.9816 -4.7939 -120.86 -73.9726
-1.24219 29.9478 209.526 -11.5593 -4.88019 -121.547 -73.9091
-1.23438 29.9093 208.573 -12.1364 -4.96747 -122.239 -73.843
-1.22656 29.8702 207.616 -12.7131 -5.05574 -122.935 -73.7743
-1.21875 29.8303 206.653 -13.2891 -5.14502 -123.637 -73.703
-1.21094 29.7898 205.684 -13.8647 -5.23534 -124.344 -73.6288
-1.20312 29.7485 204.71 -14.4396 -5.32669 -125.056 -73.5519
-1.19531 29.7065 203.73 -15.0139 -5.41912 -125.774 -73.472
-1.1875 29.6638 202.744 -15.5876 -5.51262 -126.497 -73.3893
-1.17969 29.6204 201.753 -16.1606 -5.60723 -127.225 -73.3035
-1.17188 29.5762 200.757 -16.7329 -5.70295 -127.959 -73.2147
-1.16406 29.5313 199.754 -17.3046 -5.79982 -128.698 -73.1227
-1.15625 29.4856 198.746 -17.8755 -5.89784 -129.443 -73.0275
-1.14844 29.4391 197.731 -18.4456 -5.99704 -130.194 -72.929
-1.14062 29.3919 196.711 -19.015 -6.09744 -130.95 -72.8272
-1.13281 29.3439 195.685 -19.5835 -6.19906 -131.713 -72.7219
-1.125 29.295 194.653 -20.1512 -6.30193 -132.481 -72.6131
-1.11719 29.2454 193.615 -20.7181 -6.40606 -133.256 -72.5007
-1.10938 29.1949 192.571 -21.284 -6.51147 -134.036 -72.3847
-1.10156 29.1436 191.521 -21.8491 -6.6182 -134.823 -72.2648
-1.09375 29.0915 190.465 -22.4132 -6.72625 -135.616 -72.1411
-1.08594 29.0385 189.402 -22.9763 -6.83567 -136.416 -72.0134
-1.07812 28.9847 188.333 -23.5384 -6.94647 -137.222 -71.8817
-1.07031 28.93 187.258 -24.0994 -7.05867 -138.034 -71.7459
-1.0625 28.8744 186.176 -24.6594 -7.17231 -138.853 -71.6057
-1.05469 28.8179 185.088 -25.2182 -7.28741 -139.679 -71.4613
-1.04688 28.7605 183.994 -25.7759 -7.40399 -140.512 -71.3123
-1.03906 28.7022 182.893 -26.3325 -7.52209 -141.352 -71.1588
-1.03125 28.643 181.785 -26.8878 -7.64173 -142.199 -71.0006
-1.02344 28.5828 180.671 -27.4418 -7.76295 -143.053 -70.8376
-1.01562 28.5217 179.55 -27.9946 -7.88576 -143.914 -70.6697
-1.00781 28.4596 178.422 -28.546 -8.01021 -144.783 -70.4967
-1 28.3965 177.288 -29.0961 -8.14107 -145.659 -70.3193
-0.992188 28.3324 176.146 -29.6447 -8.27841 -146.544 -70.1376
-0.984375 28.2671 174.998 -30.192 -8.41773 -147.435 -69.9507
-0.976562 28.2008 173.842 -30.7377 -8.55918 -148.335 -69.7579
-0.96875 28.1334 172.68 -31.2819 -8.7027 -149.243 -69.5594
-0.960938 28.0648 171.51 -31.8245 -8.84832 -150.158 -69.3549
-0.953125 27.9951 170.334 -32.3656 -8.99606 -151.082 -69.1441
-0.945312 27.9243 169.15 -32.9049 -9.14595 -152.013 -68.9269
-0.9375 27.8522 167.958 -33.4425 -9.298 -152.953 -68.703
-0.929688 27.779 166.76 -33.9784 -9.45227 -153.901 -68.4721
-0.921875 27.7045 165.554 -34.5124 -9.60877 -154.857 -68.2341
-0.914062 27.6288 164.34 -35.0445 -9.76753 -155.822 -67.9886
-0.90625 27.5519 163.119 -35.5747 -9.92859 -156.796 -67.7354
-0.898438 27.4737 161.89 -36.1028 -10.092 -157.778 -67.4743
-0.890625 27.3942 160.654 -36.6289 -10.2577 -158.769 -67.205
-0.882812 27.3134 159.409 -37.1529 -10.4259 -159.768 -66.9271
-0.875 27.2313 158.157 -37.6746 -10.5965 -160.777 -66.6405
-0.867188 27.1478 156.897 -38.1941 -10.7695 -161.795 -66.3448
-0.859375 27.063 155.629 -38.7112 -10.9451 -162.822 -66.0399
-0.851562 26.9768 154.353 -39.2259 -11.1232 -163.858 -65.7252
-0.84375 26.8892 153.069 -39.7381 -11.304 -164.904 -65.4005
-0.835938 26.8002 151.776 -40.2478 -11.4874 -165.959 -65.0656
-0.828125 26.7097 150.476 -40.7547 -11.6735 -167.024 -64.7199
-0.820312 26.6178 149.167 -41.259 -11.8624 -168.099 -64.3633
-0.8125 26.5243 147.849 -41.7604 -12.0541 -169.184 -63.9952
-0.804688 26.4294 146.523 -42.2588 -12.2486 -170.278 -63.6155
-0.796875 26.3329 145.189 -42.7543 -12.4461 -171.383 -63.2237
-0.789062 26.2349 143.845 -43.2467 -12.6466 -172.498 -62.8193
-0.78125 26.1353 142.493 -43.7358 -12.8501 -173.624 -62.4021
-0.773438 26.0341 141.132 -44.2216 -13.0567 -174.76 -61.9715
-0.765625 25.9313 139.763 -44.7041 -13.2665 -175.907 -61.5272
-0.757812 25.8268 138.384 -45.183 -13.4796 -177.065 -61.0687
-0.75 25.7207 136.996 -45.6582 -13.696 -178.234 -60.5955
-0.742188 25.6128 135.599 -46.1297 -13.9157 -179.414 -60.1072
-0.734375 25.5032 134.192 -46.5973 -14.139 -180.606 -59.6032
-0.726562 25.3919 132.777 -47.0609 -14.3659 -181.808 -59.0832
-0.71875 25.2787 131.352 -47.5204 -14.5964 -183.023 -58.5464
-0.710938 25.1638 129.917 -47.9757 -14.8306 -184.249 -57.9924
-0.703125 25.047 128.473 -48.4265 -15.0687 -185.487 -57.4207
-0.695312 24.9283 127.019 -48.8728 -15.3107 -186.737 -56.8305
-0.6875 24.8077 125.555 -49.3144 -15.5567 -188 -56.2214
-0.679688 24.6852 124.081 -49.7512 -15.8069 -189.274 -55.5926
-0.671875 24.5607 122.597 -50.1829 -16.0613 -190.561 -54.9435
-0.664062 24.4343 121.104 -50.6096 -16.32 -191.861 -54.2734
-0.65625 24.3057 119.6 -51.0309 -16.5833 -193.174 -53.5816
-0.648438 24.1751 118.085 -51.4467 -16.8511 -194.499 -52.8674
-0.640625 24.0424 116.56 -51.8568 -17.1236 -195.838 -52.1299
-0.632812 23.9076 115.025 -52.2611 -17.401 -197.19 -51.3685
-0.625 23.7705 113.479 -52.6594 -17.6833 -198.555 -50.5822
-0.617188 23.6312 111.923 -53.0514 -17.9707 -199.933 -49.7701
-0.609375 23.4897 110.355 -53.4369 -18.2634 -201.325 -48.9315
-0.601562 23.3458 108.777 -53.8158 -18.5615 -202.731 -48.0652
-0.59375 23.1996 107.188 -54.1878 -18.8651 -204.15 -47.1705
-0.585938 23.0511 105.587 -54.5528 -19.1744 -205.584 -46.2461
-0.578125 22.9 103.975 -54.9103 -19.4896 -207.031 -45.2911
-0.570312 22.7465 102.352 -55.2603 -19.8108 -208.492 -44.3043
-0.5625 22.5905 100.718 -55.6024 -20.1382 -209.967 -43.2846
-0.554688 22.4318 99.0713 -55.9365 -20.4719 -211.456 -42.2308
-0.546875 22.2706 97.4135 -56.2622 -20.8123 -212.96 -41.1416
-0.539062 22.1066 95.7438 -56.5792 -21.1593 -214.477 -40.0156
-0.53125 21.9399 94.0622 -56.8873 -21.5133 -216.008 -38.8516
-0.523438 21.7704 92.3686 -57.1861 -21.8744 -217.553 -37.648
-0.515625 21.5981 90.6629 -57.4753 -22.2428 -219.112 -36.4034
-0.507812 21.4229 88.9449 -57.7547 -22.6187 -220.685 -35.1161
-0.5 21.2446 87.2146 -58.0239 -23.0042 -222.271 -33.7857
-0.492188 21.0634 85.4719 -58.2824 -23.3997 -223.871 -32.4108
-0.484375 20.879 83.7166 -58.5301 -23.8042 -225.484 -30.9892
-0.476562 20.6914 81.9486 -58.7665 -24.218 -227.11 -29.5196
-0.46875 20.5005 80.1679 -58.9912 -24.6416 -228.75 -28.0006
-0.460938 20.3063 78.3744 -59.2038 -25.0755 -230.401 -26.4305
-0.453125 20.1087 76.5679 -59.4039 -25.5201 -232.065 -24.8077
-0.445312 19.9075 74.7483 -59.5912 -25.976 -233.74 -23.1304
-0.4375 19.7028 72.9156 -59.7651 -26.4435 -235.426 -21.3969
-0.429688 19.4943 71.0697 -59.9253 -26.9233 -237.122 -19.6052
-0.421875 19.2821 69.2106 -60.0712 -27.4156 -238.827 -17.7533
-0.414062 19.0659 67.338 -60.2024 -27.9211 -240.54 -15.8389
-0.40625 18.8457 65.4521 -60.3184 -28.4402 -242.259 -13.8598
-0.398438 18.6215 63.5527 -60.4187 -28.9733 -243.985 -11.8136
-0.390625 18.393 61.6398 -60.5028 -29.5211 -245.714 -9.6977
-0.382812 18.1601 59.7134 -60.57 -30.0838 -247.447 -7.50958
-0.375 17.9228 57.7735 -60.6198 -30.6619 -249.18 -5.24643
-0.367188 17.681 55.82 -60.6516 -31.256 -250.912 -2.90538
-0.359375 17.4344 53.853 -60.6649 -31.8664 -252.641 -0.48344
-0.351562 17.183 51.8725 -60.6589 -32.4935 -254.363 2.02251
-0.34375 16.9266 49.8786 -60.6329 -33.1376 -256.078 4.61569
-0.335938 16.6652 47.8713 -60.5864 -33.7992 -257.78 7.29941
-0.328125 16.3984 45.8508 -60.5185 -34.4786 -259.467 10.0771
-0.320312 16.1264 43.8172 -60.4286 -35.1759 -261.136 12.9522
-0.3125 15.8488 41.7707 -60.3158 -35.8914 -262.781 15.9283
-0.304688 15.5655 39.7114 -60.1793 -36.6252 -264.399 19.009
-0.296875 15.2764 37.6396 -60.0183 -37.3775 -265.984 22.1978
-0.289062 14.9814 35.5555 -59.832 -38.1482 -267.531 25.4985
-0.28125 14.6803 33.4596 -59.6194 -38.9372 -269.034 28.9144
-0.273438 14.3729 31.3521 -59.3797 -39.7443 -270.486 32.4489
-0.265625 14.0592 29.2335 -59.112 -40.5692 -271.879 36.1055
-0.257812 13.739 27.1042 -58.8151 -41.4115 -273.207 39.8871
-0.25 13.4121 24.9649 -58.4882 -42.27 -274.457 43.7973
-0.242188 13.0784 22.8162 -58.1303 -43.1445 -275.621 47.8381
-0.234375 12.7379 20.6587 -57.7402 -44.0348 -276.696 52.011
-0.226562 12.3903 18.4932 -57.3171 -44.9397 -277.672 56.3189
-0.21875 12.0357 16.3205 -56.8597 -45.8577 -278.538 60.7636
-0.210938 11.6738 14.1415 -56.3671 -46.7872 -279.284 65.3468
-0.203125 11.3046 11.9572 -55.8381 -47.7262 -279.897 70.0688
-0.195312 10.928 9.76867 -55.2717 -48.6726 -280.365 74.9292
-0.1875 10.544 7.57711 -54.6668 -49.6239 -280.675 79.9264
-0.179688 10.1526 5.3838 -54.0224 -50.5773 -280.813 85.0573
-0.171875 9.75377 3.19013 -53.3373 -51.5298 -280.765 90.3176
-0.164062 9.34749 0.997622 -52.6107 -52.478 -280.517 95.7011
-0.15625 8.93383 -1.1921 -51.8415 -53.4181 -280.053 101.2
-0.148438 8.51288 -3.3773 -51.029 -54.3462 -279.359 106.803
-0.140625 8.08474 -5.55613 -50.1724 -55.2579 -278.421 112.5
-0.132812 7.64956 -7.72662 -49.2709 -56.1486 -277.224 118.276
-0.125 7.20752 -9.8867 -48.3241 -57.0135 -275.758 124.114
-0.117188 6.75884 -12.0342 -47.3314 -57.8476 -274.009 129.995
-0.109375 6.30379 -14.167 -46.2928 -58.6459 -271.97 135.898
-0.101562 5.84266 -16.2826 -45.208 -59.403 -269.631 141.801
-0.09375 5.3758 -18.3788 -44.0773 -60.114 -266.988 147.678
-0.0859375 4.90358 -20.4531 -42.9008 -60.7739 -264.04 153.504
-0.078125 4.42642 -22.5032 -41.6791 -61.378 -260.786 159.252
-0.0703125 3.94478 -24.5267 -40.4129 -61.922 -257.232 164.893
-0.0625 3.45914 -26.5213 -39.1031 -62.4021 -253.385 170.4
-0.0546875 2.97001 -28.4847 -37.751 -62.8151 -249.255 175.747
-0.046875 2.47793 -30.4149 -36.3578 -63.1583 -244.859 180.907
-0.0390625 1.98344 -32.3097 -34.9252 -63.4298 -240.212 185.855
-0.03125 1.48712 -34.1673 -33.4547 -63.6287 -235.338 190.571
-0.0234375 0.98953 -35.986 -31.9485 -63.7546 -230.258 195.035
-0.015625 0.491239 -37.7644 -30.4084 -63.808 -225 199.231
-0.0078125 -0.00719247 -39.5011 -28.8366 -63.7904 -219.588 203.147
0 -0.505253 -41.1949 -27.2353 -63.713 -214.037 206.782
