# time[~Gyr] ax ay az[(km/s)^2/kpc]
-0.328125 -6.97274 -14.2464 30.278
-0.320312 -7.24475 -14.1098 31.3503
-0.3125 -7.52513 -13.9273 32.4731
-0.304688 -7.81338 -13.6926 33.6484
-0.296875 -8.10891 -13.3992 34.8779
-0.289062 -8.41092 -13.0395 36.163
-0.28125 -8.71846 -12.6053 37.5043
-0.273438 -9.03036 -12.0876 38.9021
-0.265625 -9.34516 -11.4764 40.3559
-0.257812 -9.68625 -10.7705 41.9156
-0.25 -10.0266 -9.96645 43.5281
-0.242188 -10.3308 -9.06321 45.1477
-0.234375 -10.6131 -8.06091 46.8298
-0.226562 -10.8707 -6.94632 48.5674
-0.21875 -11.1004 -5.70703 50.3516
-0.210938 -11.2982 -4.32871 52.1706
-0.203125 -11.46 -2.79752 54.0097
-0.195312 -11.5813 -1.10157 55.8525
-0.1875 -11.6571 0.771035 57.6786
-0.179688 -11.6819 2.83035 59.4645
-0.171875 -11.6503 5.08419 61.1839
-0.164062 -11.5564 7.53691 62.8063
-0.15625 -11.3944 10.189 64.2986
-0.148438 -11.1589 13.0366 65.626
-0.140625 -10.8446 16.0702 66.7513
-0.132812 -10.447 19.2737 67.6365
-0.125 -9.96263 22.6247 68.2439
-0.117188 -9.38908 26.0933 68.5379
-0.109375 -8.72541 29.6431 68.4854
-0.101562 -7.97255 33.2305 68.0593
-0.09375 -7.13332 36.8065 67.2392
-0.0859375 -6.2123 40.318 66.0121
-0.078125 -5.21619 43.7087 64.3746
-0.0703125 -4.15337 46.9224 62.3333
-0.0625 -3.03388 49.9038 59.9051
-0.0546875 -1.86899 52.6017 57.1172
-0.046875 -0.67069 54.971 54.0054
-0.0390625 0.548665 56.9737 50.6131
-0.03125 1.77692 58.5814 46.9897
-0.0234375 3.00254 59.7752 43.188
-0.015625 4.21479 60.5462 39.2639
-0.0078125 5.33391 60.9615 35.3194
0 6.41831 60.9891 31.3747
