# time[~Gyr] x y z[kpc] vx vy vz[km/s]
-3.95312 47.3253 411.506 86.597 0.31084 -34.9231 -44.6559
-3.94531 47.3277 411.233 86.248 0.291967 -35.0877 -44.6904
-3.9375 47.3299 410.958 85.8987 0.273063 -35.2525 -44.7248
-3.92969 47.332 410.682 85.5492 0.254126 -35.4177 -44.7592
-3.92188 47.3339 410.405 85.1994 0.235158 -35.5831 -44.7935
-3.91406 47.3356 410.126 84.8493 0.216159 -35.7488 -44.8277
-3.90625 47.3373 409.846 84.4989 0.197127 -35.9149 -44.8619
-3.89844 47.3387 409.565 84.1483 0.178063 -36.0811 -44.896
-3.89062 47.34 409.282 83.7974 0.158968 -36.2477 -44.9301
-3.88281 47.3412 408.999 83.4463 0.13984 -36.4146 -44.9641
-3.875 47.3422 408.713 83.0949 0.120679 -36.5818 -44.998
-3.86719 47.3431 408.427 82.7432 0.101486 -36.7492 -45.0319
-3.85938 47.3438 408.139 82.3913 0.0822611 -36.917 -45.0657
-3.85156 47.3444 407.85 82.039 0.063003 -37.085 -45.0994
-3.84375 47.3448 407.56 81.6866 0.0437122 -37.2534 -45.1331
-3.83594 47.3451 407.268 81.3338 0.0243885 -37.422 -45.1667
-3.82812 47.3452 406.975 80.9808 0.00503171 -37.591 -45.2002
-3.82031 47.3451 406.681 80.6276 -0.0143582 -37.7603 -45.2337
-3.8125 47.3449 406.385 80.2741 -0.0337815 -37.9298 -45.2671
-3.80469 47.3446 406.088 79.9203 -0.0532382 -38.0997 -45.3004
-3.79688 47.3441 405.79 79.5662 -0.0727284 -38.2699 -45.3337
-3.78906 47.3435 405.49 79.2119 -0.0922523 -38.4404 -45.3669
-3.78125 47.3427 405.189 78.8574 -0.11181 -38.6112 -45.4001
-3.77344 47.3417 404.887 78.5026 -0.131402 -38.7823 -45.4331
-3.76562 47.3406 404.583 78.1475 -0.151028 -38.9538 -45.4661
-3.75781 47.3394 404.278 77.7922 -0.170688 -39.1256 -45.4991
-3.75 47.338 403.972 77.4366 -0.190382 -39.2977 -45.5319
-3.74219 47.3364 403.664 77.0807 -0.210111 -39.4701 -45.5648
-3.73438 47.3347 403.355 76.7246 -0.229875 -39.6428 -45.5975
-3.72656 47.3328 403.045 76.3683 -0.249674 -39.8159 -45.6301
-3.71875 47.3308 402.733 76.0117 -0.269507 -39.9893 -45.6627
-3.71094 47.3286 402.42 75.6548 -0.289376 -40.163 -45.6953
-3.70312 47.3262 402.105 75.2977 -0.30928 -40.3371 -45.7277
-3.69531 47.3238 401.79 74.9403 -0.32922 -40.5115 -45.7601
-3.6875 47.3211 401.472 74.5827 -0.349195 -40.6862 -45.7924
-3.67969 47.3183 401.154 74.2248 -0.369207 -40.8613 -45.8246
-3.67188 47.3153 400.834 73.8667 -0.389254 -41.0367 -45.8568
-3.66406 47.3122 400.513 73.5083 -0.409337 -41.2125 -45.8889
-3.65625 47.3089 400.19 73.1496 -0.429457 -41.3886 -45.9209
-3.64844 47.3055 399.866 72.7908 -0.449613 -41.5651 -45.9529
-3.64062 47.3019 399.541 72.4316 -0.469806 -41.7419 -45.9847
-3.63281 47.2982 399.214 72.0723 -0.490036 -41.919 -46.0165
-3.625 47.2943 398.886 71.7126 -0.510303 -42.0966 -46.0483
-3.61719 47.2902 398.556 71.3527 -0.530608 -42.2744 -46.0799
-3.60938 47.286 398.225 70.9926 -0.55095 -42.4527 -46.1115
-3.60156 47.2816 397.893 70.6323 -0.571329 -42.6312 -46.143
-3.59375 47.277 397.559 70.2716 -0.591746 -42.8102 -46.1744
-3.58594 47.2723 397.224 69.9108 -0.612202 -42.9895 -46.2057
-3.57812 47.2675 396.887 69.5497 -0.632696 -43.1692 -46.237
-3.57031 47.2624 396.549 69.1883 -0.653228 -43.3493 -46.2682
-3.5625 47.2573 396.21 68.8267 -0.673799 -43.5297 -46.2993
-3.55469 47.2519 395.869 68.4649 -0.694409 -43.7105 -46.3303
-3.54688 47.2464 395.527 68.1028 -0.715058 -43.8917 -46.3613
-3.53906 47.2407 395.183 67.7405 -0.735747 -44.0732 -46.3922
-3.53125 47.2349 394.838 67.3779 -0.756475 -44.2552 -46.4229
-3.52344 47.2289 394.492 67.0151 -0.777243 -44.4375 -46.4537
-3.51562 47.2228 394.144 66.6521 -0.798051 -44.6202 -46.4843
-3.50781 47.2165 393.795 66.2888 -0.818899 -44.8033 -46.5148
-3.5 47.21 393.444 65.9253 -0.839788 -44.9868 -46.5453
-3.49219 47.2033 393.092 65.5616 -0.860717 -45.1707 -46.5757
-3.48438 47.1965 392.738 65.1976 -0.881688 -45.3549 -46.606
-3.47656 47.1896 392.383 64.8333 -0.9027 -45.5396 -46.6362
-3.46875 47.1824 392.026 64.4689 -0.923753 -45.7247 -46.6663
-3.46094 47.1751 391.669 64.1042 -0.944848 -45.9102 -46.6964
-3.45312 47.1677 391.309 63.7393 -0.965985 -46.096 -46.7264
-3.44531 47.16 390.948 63.3741 -0.987165 -46.2823 -46.7562
-3.4375 47.1522 390.586 63.0087 -1.00839 -46.469 -46.786
-3.42969 47.1443 390.222 62.6431 -1.02965 -46.6561 -46.8157
-3.42188 47.1361 389.857 62.2772 -1.05096 -46.8437 -46.8453
-3.41406 47.1279 389.49 61.9111 -1.07231 -47.0316 -46.8749
-3.40625 47.1194 389.122 61.5448 -1.09371 -47.22 -46.9043
-3.39844 47.1108 388.752 61.1782 -1.11514 -47.4087 -46.9337
-3.39062 47.102 388.381 60.8114 -1.13663 -47.598 -46.9629
-3.38281 47.093 388.009 60.4444 -1.15816 -47.7876 -46.9921
-3.375 47.0839 387.635 60.0772 -1.17973 -47.9777 -47.0212
-3.36719 47.0746 387.259 59.7097 -1.20135 -48.1682 -47.0502
-3.35938 47.0651 386.882 59.342 -1.22301 -48.3591 -47.0791
-3.35156 47.0555 386.503 58.9741 -1.24472 -48.5505 -47.1079
-3.34375 47.0457 386.123 58.606 -1.26647 -48.7423 -47.1366
-3.33594 47.0357 385.742 58.2376 -1.28827 -48.9345 -47.1652
-3.32812 47.0255 385.359 57.869 -1.31012 -49.1272 -47.1937
-3.32031 47.0152 384.974 57.5002 -1.33202 -49.3204 -47.2221
-3.3125 47.0047 384.588 57.1312 -1.35396 -49.514 -47.2505
-3.30469 46.994 384.201 56.7619 -1.37595 -49.7081 -47.2787
-3.29688 46.9832 383.811 56.3924 -1.39799 -49.9026 -47.3068
-3.28906 46.9722 383.421 56.0227 -1.42007 -50.0975 -47.3349
-3.28125 46.961 383.029 55.6528 -1.44221 -50.293 -47.3628
-3.27344 46.9497 382.635 55.2827 -1.46439 -50.4889 -47.3907
-3.26562 46.9381 382.24 54.9123 -1.48662 -50.6853 -47.4184
-3.25781 46.9264 381.843 54.5418 -1.50891 -50.8821 -47.446
-3.25 46.9146 381.445 54.171 -1.53124 -51.0794 -47.4736
-3.24219 46.9025 381.045 53.8 -1.55362 -51.2773 -47.501
-3.23438 46.8903 380.644 53.4288 -1.57606 -51.4755 -47.5283
-3.22656 46.8779 380.241 53.0574 -1.59854 -51.6743 -47.5556
-3.21875 46.8653 379.836 52.6857 -1.62108 -51.8736 -47.5827
-3.21094 46.8526 379.43 52.3139 -1.64367 -52.0733 -47.6097
-3.20312 46.8396 379.022 51.9418 -1.66631 -52.2735 -47.6366
-3.19531 46.8265 378.613 51.5696 -1.68901 -52.4743 -47.6634
-3.1875 46.8132 378.203 51.1971 -1.71175 -52.6755 -47.6901
-3.17969 46.7998 377.79 50.8244 -1.73455 -52.8772 -47.7167
-3.17188 46.7861 377.376 50.4515 -1.75741 -53.0795 -47.7432
-3.16406 46.7723 376.961 50.0784 -1.78032 -53.2822 -47.7695
-3.15625 46.7583 376.544 49.7051 -1.80328 -53.4855 -47.7958
-3.14844 46.7441 376.125 49.3316 -1.8263 -53.6893 -47.8219
-3.14062 46.7298 375.705 48.9579 -1.84938 -53.8936 -47.848
-3.13281 46.7152 375.283 48.584 -1.87251 -54.0984 -47.8739
-3.125 46.7005 374.86 48.2099 -1.8957 -54.3037 -47.8997
-3.11719 46.6856 374.435 47.8356 -1.91894 -54.5096 -47.9254
-3.10938 46.6705 374.008 47.4611 -1.94225 -54.716 -47.9509
-3.10156 46.6553 373.58 47.0863 -1.96561 -54.9229 -47.9764
-3.09375 46.6398 373.15 46.7114 -1.98903 -55.1304 -48.0017
-3.08594 46.6242 372.718 46.3363 -2.0125 -55.3384 -48.0269
-3.07812 46.6084 372.285 45.961 -2.03604 -55.547 -48.052
-3.07031 46.5924 371.85 45.5855 -2.05964 -55.7561 -48.077
-3.0625 46.5762 371.414 45.2098 -2.0833 -55.9658 -48.1018
-3.05469 46.5598 370.976 44.8339 -2.10702 -56.176 -48.1266
-3.04688 46.5433 370.536 44.4578 -2.1308 -56.3868 -48.1512
-3.03906 46.5265 370.095 44.0815 -2.15464 -56.5981 -48.1756
-3.03125 46.5096 369.652 43.7051 -2.17854 -56.8101 -48.2
-3.02344 46.4925 369.207 43.3284 -2.20251 -57.0226 -48.2242
-3.01562 46.4752 368.761 42.9516 -2.22654 -57.2356 -48.2483
-3.00781 46.4577 368.313 42.5745 -2.25063 -57.4493 -48.2723
-3 46.44 367.863 42.1973 -2.27479 -57.6635 -48.2961
-2.99219 46.4222 367.412 41.8199 -2.29902 -57.8783 -48.3198
-2.98438 46.4041 366.959 41.4423 -2.32331 -58.0937 -48.3434
-2.97656 46.3859 366.504 41.0646 -2.34766 -58.3097 -48.3668
-2.96875 46.3674 366.048 40.6866 -2.37209 -58.5263 -48.3901
-2.96094 46.3488 365.59 40.3085 -2.39658 -58.7434 -48.4133
-2.95312 46.33 365.13 39.9301 -2.42114 -58.9612 -48.4363
-2.94531 46.311 364.668 39.5516 -2.44576 -59.1796 -48.4592
-2.9375 46.2918 364.205 39.173 -2.47046 -59.3987 -48.482
-2.92969 46.2724 363.74 38.7941 -2.49522 -59.6183 -48.5046
-2.92188 46.2528 363.274 38.4151 -2.52006 -59.8386 -48.527
-2.91406 46.233 362.805 38.0359 -2.54497 -60.0594 -48.5494
-2.90625 46.213 362.335 37.6565 -2.56994 -60.281 -48.5715
-2.89844 46.1928 361.863 37.2769 -2.595 -60.5031 -48.5936
-2.89062 46.1725 361.39 36.8972 -2.62012 -60.7259 -48.6155
-2.88281 46.1519 360.915 36.5173 -2.64532 -60.9493 -48.6372
-2.875 46.1311 360.438 36.1373 -2.67059 -61.1734 -48.6588
-2.86719 46.1102 359.959 35.757 -2.69593 -61.3981 -48.6802
-2.85938 46.089 359.478 35.3766 -2.72135 -61.6235 -48.7015
-2.85156 46.0676 358.996 34.9961 -2.74685 -61.8495 -48.7226
-2.84375 46.0461 358.512 34.6153 -2.77243 -62.0762 -48.7436
-2.83594 46.0243 358.026 34.2345 -2.79808 -62.3036 -48.7644
-2.82812 46.0024 357.538 33.8534 -2.82381 -62.5316 -48.7851
-2.82031 45.9802 357.049 33.4722 -2.84962 -62.7604 -48.8056
-2.8125 45.9578 356.558 33.0908 -2.87551 -62.9898 -48.8259
-2.80469 45.9353 356.065 32.7093 -2.90148 -63.2199 -48.8461
-2.79688 45.9125 355.57 32.3276 -2.92753 -63.4507 -48.8661
-2.78906 45.8895 355.073 31.9458 -2.95366 -63.6821 -48.886
-2.78125 45.8664 354.575 31.5638 -2.97988 -63.9143 -48.9057
-2.77344 45.843 354.075 31.1816 -3.00618 -64.1472 -48.9252
-2.76562 45.8194 353.572 30.7993 -3.03256 -64.3808 -48.9445
-2.75781 45.7956 353.069 30.4168 -3.05903 -64.6151 -48.9637
-2.75 45.7716 352.563 30.0342 -3.08559 -64.8502 -48.9827
-2.74219 45.7474 352.055 29.6515 -3.11223 -65.0859 -49.0015
-2.73438 45.723 351.546 29.2686 -3.13896 -65.3224 -49.0202
-2.72656 45.6983 351.035 28.8856 -3.16577 -65.5596 -49.0387
-2.71875 45.6735 350.522 28.5024 -3.19268 -65.7976 -49.0569
-2.71094 45.6484 350.007 28.119 -3.21968 -66.0363 -49.0751
-2.70312 45.6232 349.49 27.7356 -3.24676 -66.2758 -49.093
-2.69531 45.5977 348.971 27.352 -3.27394 -66.516 -49.1107
-2.6875 45.572 348.45 26.9682 -3.30122 -66.757 -49.1283
-2.67969 45.5461 347.928 26.5843 -3.32858 -66.9988 -49.1456
-2.67188 45.52 347.404 26.2003 -3.35604 -67.2413 -49.1628
-2.66406 45.4937 346.877 25.8162 -3.3836 -67.4846 -49.1798
-2.65625 45.4671 346.349 25.4319 -3.41125 -67.7287 -49.1966
-2.64844 45.4404 345.819 25.0475 -3.439 -67.9735 -49.2132
-2.64062 45.4134 345.287 24.6629 -3.46685 -68.2192 -49.2296
-2.63281 45.3862 344.753 24.2783 -3.49479 -68.4657 -49.2458
-2.625 45.3588 344.217 23.8935 -3.52284 -68.7129 -49.2618
-2.61719 45.3312 343.679 23.5085 -3.55099 -68.961 -49.2775
-2.60938 45.3033 343.14 23.1235 -3.57924 -69.2099 -49.2931
-2.60156 45.2752 342.598 22.7383 -3.60759 -69.4597 -49.3085
-2.59375 45.2469 342.054 22.3531 -3.63605 -69.7102 -49.3237
-2.58594 45.2184 341.509 21.9677 -3.66462 -69.9616 -49.3386
-2.57812 45.1897 340.961 21.5821 -3.69329 -70.2138 -49.3533
-2.57031 45.1607 340.412 21.1965 -3.72206 -70.4669 -49.3679
-2.5625 45.1315 339.86 20.8108 -3.75095 -70.7208 -49.3822
-2.55469 45.1021 339.307 20.4249 -3.77994 -70.9756 -49.3962
-2.54688 45.0725 338.751 20.039 -3.80905 -71.2313 -49.4101
-2.53906 45.0426 338.194 19.6529 -3.83827 -71.4878 -49.4237
-2.53125 45.0125 337.634 19.2667 -3.8676 -71.7452 -49.4371
-2.52344 44.9822 337.073 18.8804 -3.89704 -72.0035 -49.4503
-2.51562 44.9516 336.509 18.494 -3.9266 -72.2627 -49.4632
-2.50781 44.9208 335.944 18.1076 -3.95628 -72.5228 -49.4759
-2.5 44.8898 335.376 17.721 -3.98607 -72.7838 -49.4884
-2.49219 44.8585 334.806 17.3343 -4.01598 -73.0457 -49.5006
-2.48438 44.827 334.235 16.9475 -4.04602 -73.3085 -49.5126
-2.47656 44.7953 333.661 16.5607 -4.07617 -73.5722 -49.5243
-2.46875 44.7633 333.085 16.1737 -4.10645 -73.8369 -49.5358
-2.46094 44.7311 332.507 15.7867 -4.13685 -74.1025 -49.547
-2.45312 44.6987 331.927 15.3996 -4.16737 -74.3691 -49.558
-2.44531 44.666 331.345 15.0123 -4.19802 -74.6366 -49.5688
-2.4375 44.6331 330.761 14.625 -4.2288 -74.905 -49.5792
-2.42969 44.6 330.175 14.2377 -4.25971 -75.1745 -49.5894
-2.42188 44.5666 329.586 13.8502 -4.29075 -75.4449 -49.5994
-2.41406 44.5329 328.996 13.4627 -4.32192 -75.7163 -49.609
-2.40625 44.499 328.403 13.0751 -4.35323 -75.9886 -49.6184
-2.39844 44.4649 327.809 12.6874 -4.38467 -76.262 -49.6276
-2.39062 44.4305 327.212 12.2996 -4.41624 -76.5364 -49.6364
-2.38281 44.3959 326.613 11.9118 -4.44795 -76.8118 -49.645
-2.375 44.361 326.012 11.5239 -4.4798 -77.0882 -49.6533
-2.36719 44.3259 325.408 11.136 -4.5118 -77.3656 -49.6613
-2.35938 44.2905 324.803 10.748 -4.54393 -77.6441 -49.669
-2.35156 44.2549 324.195 10.3599 -4.57621 -77.9236 -49.6764
-2.34375 44.219 323.585 9.97179 -4.60863 -78.2042 -49.6835
-2.33594 44.1829 322.973 9.58361 -4.6412 -78.4858 -49.6903
-2.32812 44.1465 322.359 9.19538 -4.67391 -78.7685 -49.6968
-2.32031 44.1098 321.742 8.8071 -4.70678 -79.0523 -49.7031
-2.3125 44.0729 321.124 8.41877 -4.7398 -79.3371 -49.709
-2.30469 44.0358 320.503 8.0304 -4.77297 -79.6231 -49.7145
-2.29688 43.9984 319.879 7.64198 -4.80629 -79.9101 -49.7198
-2.28906 43.9607 319.254 7.25353 -4.83978 -80.1983 -49.7248
-2.28125 43.9227 318.626 6.86503 -4.87342 -80.4876 -49.7294
-2.27344 43.8845 317.996 6.47651 -4.90722 -80.778 -49.7337
-2.26562 43.8461 317.364 6.08795 -4.94118 -81.0695 -49.7377
-2.25781 43.8073 316.73 5.69936 -4.9753 -81.3622 -49.7413
-2.25 43.7683 316.093 5.31074 -5.00959 -81.656 -49.7446
-2.24219 43.7291 315.454 4.9221 -5.04405 -81.9511 -49.7475
-2.23438 43.6895 314.812 4.53343 -5.07867 -82.2472 -49.7501
-2.22656 43.6497 314.169 4.14475 -5.11347 -82.5446 -49.7524
-2.21875 43.6096 313.523 3.75606 -5.14844 -82.8432 -49.7543
-2.21094 43.5693 312.874 3.36734 -5.18358 -83.1429 -49.7558
-2.20312 43.5286 312.224 2.97862 -5.2189 -83.4439 -49.757
-2.19531 43.4877 311.57 2.58989 -5.2544 -83.7461 -49.7578
-2.1875 43.4465 310.915 2.20116 -5.29008 -84.0495 -49.7582
-2.17969 43.4051 310.257 1.81242 -5.32594 -84.3542 -49.7583
-2.17188 43.3633 309.597 1.42369 -5.36199 -84.6601 -49.7579
-2.16406 43.3213 308.934 1.03496 -5.39822 -84.9673 -49.7572
-2.15625 43.279 308.269 0.646232 -5.43464 -85.2757 -49.7561
-2.14844 43.2364 307.602 0.257519 -5.47125 -85.5855 -49.7546
-2.14062 43.1935 306.932 -0.131181 -5.50806 -85.8965 -49.7526
-2.13281 43.1503 306.26 -0.519865 -5.54506 -86.2088 -49.7503
-2.125 43.1068 305.585 -0.908528 -5.58225 -86.5225 -49.7476
-2.11719 43.0631 304.908 -1.29717 -5.61965 -86.8375 -49.7444
-2.10938 43.019 304.228 -1.68578 -5.65725 -87.1538 -49.7409
-2.10156 42.9747 303.546 -2.07437 -5.69506 -87.4714 -49.7368
-2.09375 42.93 302.861 -2.46292 -5.73307 -87.7905 -49.7324
-2.08594 42.8851 302.174 -2.85144 -5.77129 -88.1109 -49.7275
-2.07812 42.8399 301.485 -3.23991 -5.80972 -88.4326 -49.7222
-2.07031 42.7943 300.793 -3.62834 -5.84836 -88.7558 -49.7164
-2.0625 42.7485 300.098 -4.01673 -5.88723 -89.0804 -49.7102
