# time[~Gyr] x y z[kpc] vx vy vz[km/s]
-1.98438 39.1583 291.757 3.69954 -1.12375 -83.1086 -55.2093
-1.97656 39.1493 291.106 3.26822 -1.17702 -83.5039 -55.2094
-1.96875 39.1399 290.452 2.8369 -1.23062 -83.9008 -55.2089
-1.96094 39.1301 289.795 2.40559 -1.28455 -84.2993 -55.2078
-1.95312 39.1198 289.135 1.97428 -1.3388 -84.6994 -55.2061
-1.94531 39.1092 288.471 1.54299 -1.39338 -85.1012 -55.2037
-1.9375 39.0981 287.805 1.11173 -1.4483 -85.5045 -55.2007
-1.92969 39.0865 287.135 0.680484 -1.50355 -85.9096 -55.1971
-1.92188 39.0746 286.463 0.249274 -1.55915 -86.3162 -55.1929
-1.91406 39.0622 285.787 -0.181901 -1.61509 -86.7246 -55.1879
-1.90625 39.0493 285.107 -0.613035 -1.67138 -87.1347 -55.1824
-1.89844 39.0361 284.425 -1.04412 -1.72802 -87.5465 -55.1761
-1.89062 39.0223 283.74 -1.47516 -1.78502 -87.96 -55.1692
-1.88281 39.0082 283.051 -1.90614 -1.84238 -88.3752 -55.1616
-1.875 38.9935 282.359 -2.33706 -1.9001 -88.7923 -55.1533
-1.86719 38.9785 281.663 -2.76791 -1.95819 -89.2111 -55.1442
-1.85938 38.9629 280.965 -3.19868 -2.01665 -89.6317 -55.1345
-1.85156 38.947 280.263 -3.62938 -2.07548 -90.0541 -55.124
-1.84375 38.9305 279.558 -4.05999 -2.13469 -90.4783 -55.1129
-1.83594 38.9136 278.849 -4.49052 -2.19429 -90.9044 -55.1009
-1.82812 38.8962 278.137 -4.92094 -2.25427 -91.3323 -55.0882
-1.82031 38.8784 277.422 -5.35127 -2.31465 -91.7621 -55.0748
-1.8125 38.8601 276.703 -5.78148 -2.37542 -92.1938 -55.0606
-1.80469 38.8413 275.982 -6.21158 -2.43659 -92.6274 -55.0455
-1.79688 38.822 275.256 -6.64157 -2.49817 -93.063 -55.0297
-1.78906 38.8022 274.527 -7.07142 -2.56015 -93.5005 -55.0131
-1.78125 38.782 273.795 -7.50114 -2.62255 -93.94 -54.9957
-1.77344 38.7612 273.06 -7.93073 -2.68536 -94.3814 -54.9775
-1.76562 38.74 272.321 -8.36016 -2.7486 -94.8249 -54.9584
-1.75781 38.7183 271.578 -8.78945 -2.81227 -95.2704 -54.9384
-1.75 38.6961 270.832 -9.21857 -2.87636 -95.7179 -54.9176
-1.74219 38.6734 270.082 -9.64753 -2.9409 -96.1675 -54.896
-1.73438 38.6501 269.329 -10.0763 -3.00588 -96.6192 -54.8734
-1.72656 38.6264 268.573 -10.5049 -3.0713 -97.073 -54.85
-1.71875 38.6021 267.813 -10.9333 -3.13717 -97.5289 -54.8256
-1.71094 38.5774 267.049 -11.3616 -3.20351 -97.987 -54.8003
-1.70312 38.5521 266.281 -11.7896 -3.2703 -98.4472 -54.7741
-1.69531 38.5263 265.511 -12.2174 -3.33757 -98.9096 -54.7469
-1.6875 38.4999 264.736 -12.645 -3.4053 -99.3742 -54.7188
-1.67969 38.4731 263.958 -13.0724 -3.47352 -99.8411 -54.6897
-1.67188 38.4457 263.176 -13.4995 -3.54222 -100.31 -54.6596
-1.66406 38.4177 262.39 -13.9264 -3.61141 -100.782 -54.6285
-1.65625 38.3892 261.601 -14.3531 -3.68109 -101.255 -54.5963
-1.64844 38.3602 260.808 -14.7795 -3.75128 -101.731 -54.5632
-1.64062 38.3306 260.012 -15.2056 -3.82198 -102.21 -54.529
-1.63281 38.3005 259.211 -15.6315 -3.89319 -102.69 -54.4937
-1.625 38.2698 258.407 -16.0571 -3.96492 -103.173 -54.4573
-1.61719 38.2385 257.599 -16.4824 -4.03717 -103.659 -54.4199
-1.60938 38.2067 256.787 -16.9074 -4.10996 -104.147 -54.3813
-1.60156 38.1743 255.972 -17.3321 -4.18329 -104.637 -54.3416
-1.59375 38.1413 255.152 -17.7565 -4.25716 -105.13 -54.3007
-1.58594 38.1078 254.329 -18.1806 -4.33159 -105.626 -54.2587
-1.57812 38.0736 253.502 -18.6043 -4.40658 -106.124 -54.2155
-1.57031 38.0389 252.671 -19.0277 -4.48213 -106.624 -54.1711
-1.5625 38.0036 251.836 -19.4507 -4.55826 -107.128 -54.1255
-1.55469 37.9677 250.997 -19.8734 -4.63497 -107.633 -54.0786
-1.54688 37.9312 250.154 -20.2957 -4.71226 -108.142 -54.0305
-1.53906 37.8941 249.307 -20.7176 -4.79016 -108.653 -53.9811
-1.53125 37.8563 248.457 -21.1391 -4.86865 -109.167 -53.9304
-1.52344 37.818 247.602 -21.5603 -4.94776 -109.683 -53.8784
-1.51562 37.779 246.743 -21.981 -5.02748 -110.203 -53.825
-1.50781 37.7394 245.88 -22.4013 -5.10784 -110.725 -53.7703
-1.5 37.6992 245.013 -22.8211 -5.18882 -111.25 -53.7142
-1.49219 37.6584 244.141 -23.2405 -5.27046 -111.778 -53.6567
-1.48438 37.6169 243.266 -23.6595 -5.35274 -112.308 -53.5978
-1.47656 37.5747 242.387 -24.078 -5.43568 -112.842 -53.5374
-1.46875 37.5319 241.503 -24.496 -5.5193 -113.379 -53.4755
-1.46094 37.4885 240.615 -24.9136 -5.60359 -113.918 -53.4121
-1.45312 37.4444 239.723 -25.3306 -5.68857 -114.461 -53.3472
-1.44531 37.3996 238.827 -25.7471 -5.77424 -115.007 -53.2808
-1.4375 37.3541 237.926 -26.1631 -5.86063 -115.555 -53.2128
-1.42969 37.308 237.021 -26.5785 -5.94772 -116.107 -53.1432
-1.42188 37.2612 236.112 -26.9934 -6.03555 -116.662 -53.0719
-1.41406 37.2137 235.198 -27.4078 -6.12411 -117.221 -52.999
-1.40625 37.1655 234.28 -27.8215 -6.21341 -117.782 -52.9244
-1.39844 37.1166 233.358 -28.2347 -6.30347 -118.347 -52.8481
-1.39062 37.067 232.431 -28.6473 -6.3943 -118.915 -52.77
-1.38281 37.0167 231.5 -29.0592 -6.48591 -119.486 -52.6902
-1.375 36.9657 230.564 -29.4706 -6.5783 -120.061 -52.6085
-1.36719 36.9139 229.624 -29.8812 -6.67149 -120.639 -52.5251
-1.35938 36.8614 228.679 -30.2913 -6.7655 -121.221 -52.4397
-1.35156 36.8082 227.73 -30.7006 -6.86033 -121.806 -52.3524
-1.34375 36.7542 226.776 -31.1093 -6.95599 -122.395 -52.2632
-1.33594 36.6995 225.817 -31.5172 -7.0525 -122.987 -52.1721
-1.32812 36.644 224.854 -31.9244 -7.14987 -123.583 -52.0789
-1.32031 36.5878 223.886 -32.3309 -7.24811 -124.182 -51.9836
-1.3125 36.5308 222.914 -32.7367 -7.34724 -124.786 -51.8863
-1.30469 36.473 221.936 -33.1417 -7.44727 -125.393 -51.7869
-1.29688 36.4144 220.954 -33.5458 -7.5482 -126.004 -51.6853
-1.28906 36.355 219.968 -33.9492 -7.65006 -126.618 -51.5815
-1.28125 36.2949 218.976 -34.3518 -7.75287 -127.237 -51.4754
-1.27344 36.2339 217.98 -34.7535 -7.85662 -127.86 -51.3671
-1.26562 36.1721 216.978 -35.1544 -7.96134 -128.486 -51.2564
-1.25781 36.1095 215.972 -35.5544 -8.06705 -129.117 -51.1434
-1.25 36.0461 214.961 -35.9535 -8.17376 -129.751 -51.0279
-1.24219 35.9818 213.945 -36.3517 -8.28148 -130.39 -50.91
-1.23438 35.9167 212.923 -36.749 -8.39023 -131.033 -50.7896
-1.22656 35.8507 211.897 -37.1453 -8.50002 -131.681 -50.6666
-1.21875 35.7838 210.866 -37.5406 -8.61088 -132.332 -50.541
-1.21094 35.7161 209.829 -37.935 -8.72282 -132.988 -50.4127
-1.20312 35.6475 208.788 -38.3283 -8.83585 -133.648 -50.2817
-1.19531 35.5781 207.741 -38.7206 -8.95001 -134.313 -50.1479
-1.1875 35.5077 206.689 -39.1119 -9.06529 -134.983 -50.0113
-1.17969 35.4364 205.632 -39.502 -9.18172 -135.656 -49.8718
-1.17188 35.3642 204.57 -39.8911 -9.29933 -136.335 -49.7294
-1.16406 35.2911 203.502 -40.279 -9.41813 -137.018 -49.584
-1.15625 35.2171 202.429 -40.6658 -9.53813 -137.706 -49.4355
-1.14844 35.1421 201.35 -41.0514 -9.65937 -138.399 -49.2838
-1.14062 35.0661 200.266 -41.4359 -9.78186 -139.097 -49.129
-1.13281 34.9892 199.177 -41.8191 -9.90562 -139.8 -48.9709
-1.125 34.9113 198.082 -42.201 -10.0307 -140.508 -48.8095
-1.11719 34.8325 196.981 -42.5817 -10.157 -141.22 -48.6446
-1.10938 34.7526 195.875 -42.9611 -10.2848 -141.938 -48.4763
-1.10156 34.6718 194.763 -43.3391 -10.4138 -142.662 -48.3045
-1.09375 34.5899 193.646 -43.7158 -10.5443 -143.39 -48.129
-1.08594 34.507 192.523 -44.0911 -10.6762 -144.124 -47.9498
-1.07812 34.4231 191.394 -44.465 -10.8095 -144.863 -47.7668
-1.07031 34.3381 190.259 -44.8375 -10.9442 -145.608 -47.58
-1.0625 34.2521 189.119 -45.2085 -11.0805 -146.359 -47.3892
-1.05469 34.165 187.973 -45.5779 -11.2183 -147.115 -47.1943
-1.04688 34.0768 186.82 -45.9458 -11.3576 -147.877 -46.9953
-1.03906 33.9875 185.662 -46.3122 -11.4985 -148.645 -46.792
-1.03125 33.8971 184.498 -46.677 -11.641 -149.418 -46.5845
-1.02344 33.8056 183.327 -47.0401 -11.7851 -150.198 -46.3725
-1.01562 33.713 182.151 -47.4015 -11.9309 -150.984 -46.1559
-1.00781 33.6192 180.968 -47.7612 -12.0783 -151.776 -45.9347
-1 33.5242 179.779 -48.1192 -12.2279 -152.575 -45.7088
-0.992188 33.4281 178.584 -48.4754 -12.3794 -153.382 -45.4783
-0.984375 33.3308 177.383 -48.8298 -12.5328 -154.195 -45.2431
-0.976562 33.2323 176.175 -49.1823 -12.688 -155.015 -45.0025
-0.96875 33.1325 174.961 -49.5329 -12.8451 -155.841 -44.7566
-0.960938 33.0316 173.74 -49.8816 -13.0042 -156.674 -44.5055
-0.953125 32.9293 172.512 -50.2283 -13.1653 -157.514 -44.2488
-0.945312 32.8259 171.279 -50.573 -13.3284 -158.361 -43.9864
-0.9375 32.7211 170.038 -50.9156 -13.4936 -159.215 -43.7183
-0.929688 32.615 168.791 -51.2561 -13.6609 -160.076 -43.4441
-0.921875 32.5076 167.537 -51.5944 -13.8304 -160.945 -43.1638
-0.914062 32.3989 166.276 -51.9305 -14.0022 -161.82 -42.8771
-0.90625 32.2888 165.008 -52.2643 -14.1762 -162.703 -42.584
-0.898438 32.1774 163.734 -52.5958 -14.3526 -163.594 -42.2842
-0.890625 32.0646 162.452 -52.925 -14.5314 -164.492 -41.9776
-0.882812 31.9503 161.164 -53.2517 -14.7127 -165.397 -41.6639
-0.875 31.8347 159.868 -53.5759 -14.8964 -166.311 -41.343
-0.867188 31.7176 158.565 -53.8976 -15.0827 -167.233 -41.0146
-0.859375 31.599 157.255 -54.2168 -15.2717 -168.162 -40.6787
-0.851562 31.4789 155.937 -54.5332 -15.4633 -169.1 -40.3349
-0.84375 31.3574 154.613 -54.847 -15.6577 -170.046 -39.983
-0.835938 31.2343 153.28 -55.1579 -15.855 -171 -39.6227
-0.828125 31.1096 151.941 -55.466 -16.0551 -171.963 -39.2539
-0.820312 30.9834 150.593 -55.7712 -16.2582 -172.935 -38.8763
-0.8125 30.8556 149.238 -56.0734 -16.4643 -173.915 -38.4897
-0.804688 30.7261 147.876 -56.3726 -16.6736 -174.904 -38.0937
-0.796875 30.595 146.506 -56.6686 -16.886 -175.903 -37.6881
-0.789062 30.4623 145.127 -56.9614 -17.1017 -176.91 -37.2727
-0.78125 30.3278 143.741 -57.251 -17.3208 -177.927 -36.847
-0.773438 30.1916 142.347 -57.5371 -17.5433 -178.953 -36.4109
-0.765625 30.0537 140.945 -57.8198 -17.7693 -179.989 -35.964
-0.757812 29.914 139.535 -58.099 -17.9989 -181.035 -35.5059
-0.75 29.7724 138.116 -58.3746 -18.2321 -182.09 -35.0364
-0.742188 29.6291 136.69 -58.6464 -18.4692 -183.156 -34.555
-0.734375 29.4838 135.255 -58.9145 -18.7102 -184.232 -34.0614
-0.726562 29.3367 133.811 -59.1786 -18.9552 -185.318 -33.5553
-0.71875 29.1876 132.359 -59.4387 -19.2042 -186.415 -33.0362
-0.710938 29.0366 130.898 -59.6947 -19.4574 -187.522 -32.5037
-0.703125 28.8836 129.429 -59.9465 -19.715 -188.64 -31.9574
-0.695312 28.7286 127.951 -60.194 -19.9769 -189.769 -31.3968
-0.6875 28.5714 126.464 -60.437 -20.2434 -190.91 -30.8215
-0.679688 28.4122 124.968 -60.6755 -20.5145 -192.061 -30.2309
-0.671875 28.2509 123.463 -60.9093 -20.7905 -193.225 -29.6247
-0.664062 28.0874 121.949 -61.1383 -21.0713 -194.4 -29.0021
-0.65625 27.9216 120.425 -61.3624 -21.3572 -195.587 -28.3628
-0.648438 27.7536 118.892 -61.5814 -21.6482 -196.785 -27.706
-0.640625 27.5834 117.35 -61.7953 -21.9446 -197.996 -27.0313
-0.632812 27.4107 115.799 -62.0037 -22.2465 -199.22 -26.338
-0.625 27.2357 114.237 -62.2067 -22.5539 -200.456 -25.6254
-0.617188 27.0583 112.667 -62.4041 -22.8672 -201.705 -24.8928
-0.609375 26.8784 111.086 -62.5956 -23.1864 -202.967 -24.1397
-0.601562 26.696 109.495 -62.7812 -23.5117 -204.241 -23.3651
-0.59375 26.511 107.894 -62.9606 -23.8433 -205.529 -22.5683
-0.585938 26.3234 106.284 -63.1337 -24.1814 -206.831 -21.7486
-0.578125 26.1332 104.663 -63.3003 -24.5261 -208.146 -20.905
-0.570312 25.9402 103.031 -63.4602 -24.8777 -209.475 -20.0367
-0.5625 25.7444 101.39 -63.6133 -25.2364 -210.817 -19.1426
-0.554688 25.5458 99.7372 -63.7592 -25.6023 -212.174 -18.222
-0.546875 25.3443 98.0743 -63.8979 -25.9757 -213.545 -17.2737
-0.539062 25.1399 96.4006 -64.029 -26.3568 -214.93 -16.2966
-0.53125 24.9325 94.7159 -64.1524 -26.7459 -216.33 -15.2897
-0.523438 24.722 93.0203 -64.2678 -27.1431 -217.744 -14.2517
-0.515625 24.5083 91.3136 -64.375 -27.5488 -219.172 -13.1814
-0.507812 24.2915 89.5957 -64.4736 -27.9632 -220.615 -12.0774
-0.5 24.0714 87.8665 -64.5635 -28.3861 -222.074 -10.9385
-0.492188 23.8479 86.1258 -64.6444 -28.8178 -223.547 -9.76314
-0.484375 23.6211 84.3735 -64.7159 -29.2589 -225.036 -8.55008
-0.476562 23.3907 82.6095 -64.7778 -29.7095 -226.539 -7.29786
-0.46875 23.1568 80.8338 -64.8298 -30.17 -228.056 -6.00486
-0.460938 22.9193 79.0461 -64.8715 -30.6404 -229.588 -4.66938
-0.453125 22.678 77.2464 -64.9026 -31.121 -231.135 -3.28966
-0.445312 22.433 75.4345 -64.9227 -31.6122 -232.696 -1.86384
-0.4375 22.184 73.6105 -64.9315 -32.114 -234.27 -0.389977
-0.429688 21.9312 71.774 -64.9286 -32.6269 -235.858 1.13399
-0.421875 21.6742 69.9251 -64.9136 -33.151 -237.459 2.71027
-0.414062 21.4131 68.0637 -64.8861 -33.6867 -239.073 4.34117
-0.40625 21.1478 66.1896 -64.8456 -34.2342 -240.698 6.0291
-0.398438 20.8782 64.3027 -64.7916 -34.7939 -242.335 7.77659
-0.390625 20.6041 62.4031 -64.7238 -35.366 -243.982 9.58632
-0.382812 20.3255 60.4905 -64.6416 -35.9509 -245.638 11.4611
-0.375 20.0423 58.5649 -64.5445 -36.5489 -247.303 13.4039
-0.367188 19.7544 56.6263 -64.4319 -37.1604 -248.975 15.4178
-0.359375 19.4616 54.6747 -64.3033 -37.7856 -250.653 17.5061
-0.351562 19.1639 52.7099 -64.158 -38.425 -252.334 19.6722
-0.34375 18.8612 50.7319 -63.9956 -39.0787 -254.018 21.9196
-0.335938 18.5533 48.7408 -63.8152 -39.7472 -255.701 24.2521
-0.328125 18.2401 46.7366 -63.6163 -40.4308 -257.382 26.6735
-0.320312 17.9215 44.7193 -63.3981 -41.1297 -259.057 29.1879
-0.3125 17.5974 42.6889 -63.1598 -41.8442 -260.724 31.7994
-0.304688 17.2676 40.6455 -62.9008 -42.5746 -262.379 34.5124
-0.296875 16.9321 38.5893 -62.6202 -43.3211 -264.017 37.3312
-0.289062 16.5907 36.5203 -62.3171 -44.0838 -265.635 40.2605
-0.28125 16.2432 34.4388 -61.9907 -44.8628 -267.228 43.3047
-0.273438 15.8896 32.345 -61.64 -45.6581 -268.79 46.4686
-0.265625 15.5297 30.2391 -61.2641 -46.4697 -270.314 49.7569
-0.257812 15.1635 28.1215 -60.862 -47.2975 -271.794 53.1741
-0.25 14.7906 25.9926 -60.4327 -48.1414 -273.221 56.7281
-0.242188 14.4112 23.8527 -59.9751 -49.0012 -274.588 60.4231
-0.234375 14.0249 21.7024 -59.4881 -49.876 -275.886 64.2595
-0.226562 13.6318 19.5423 -58.9705 -50.7654 -277.105 68.241
-0.21875 13.2317 17.373 -58.4212 -51.6685 -278.234 72.3708
-0.210938 12.8244 15.1953 -57.8391 -52.5845 -279.262 76.6515
-0.203125 12.41 13.01 -57.2229 -53.512 -280.175 81.0849
-0.195312 11.9883 10.818 -56.5715 -54.4494 -280.959 85.6718
-0.1875 11.5592 8.62055 -55.8837 -55.3948 -281.6 90.4118
-0.179688 11.1227 6.41867 -55.1583 -56.3459 -282.081 95.3032
-0.171875 10.6788 4.21371 -54.394 -57.2999 -282.387 100.343
-0.164062 10.2274 2.00713 -53.5899 -58.2537 -282.499 105.525
-0.15625 9.76859 -0.199511 -52.7447 -59.2035 -282.4 110.842
-0.148438 9.30238 -2.40448 -51.8575 -60.1454 -282.072 116.284
-0.140625 8.82886 -4.60592 -50.9273 -61.0747 -281.498 121.84
-0.132812 8.34816 -6.80185 -49.9533 -61.9864 -280.659 127.493
-0.125 7.86041 -8.99013 -48.9349 -62.8753 -279.541 133.227
-0.117188 7.36584 -11.1685 -47.8714 -63.7356 -278.128 139.019
-0.109375 6.86468 -13.3347 -46.7626 -64.5613 -276.407 144.847
-0.101562 6.35723 -15.4861 -45.6082 -65.3466 -274.37 150.685
-0.09375 5.84382 -17.6204 -44.4082 -66.0853 -272.01 156.503
-0.0859375 5.32485 -19.735 -43.163 -66.7717 -269.323 162.272
-0.078125 4.80074 -21.8273 -41.873 -67.4004 -266.31 167.961
-0.0703125 4.27196 -23.8949 -40.539 -67.9663 -262.978 173.537
-0.0625 3.73903 -25.9352 -39.1621 -68.4652 -259.335 178.969
-0.0546875 3.20247 -27.9458 -37.7433 -68.8936 -255.397 184.226
-0.046875 2.66285 -29.9246 -36.2843 -69.2489 -251.181 189.281
-0.0390625 2.12075 -31.8695 -34.7867 -69.5296 -246.711 194.107
-0.03125 1.57675 -33.7786 -33.2524 -69.7351 -242.01 198.682
-0.0234375 1.03143 -35.6502 -31.6834 -69.866 -237.108 202.986
-0.015625 0.485377 -37.4827 -30.0818 -69.9237 -232.034 207.005
-0.0078125 -0.0608518 -39.2751 -28.4501 -69.9107 -226.817 210.728
0 -0.60672 -41.0263 -26.7904 -69.8315 -221.477 214.151
