# time[~Gyr] x y z[kpc] vx vy vz[km/s]
-4.52344 28.1384 381.05 129.553 7.9548 3.4397 -40.5832
-4.51562 28.2005 381.076 129.236 7.93949 3.23339 -40.6534
-4.50781 28.2625 381.101 128.918 7.92414 3.02695 -40.7234
-4.5 28.3243 381.124 128.599 7.90875 2.82037 -40.7934
-4.49219 28.386 381.145 128.28 7.89331 2.61366 -40.8632
-4.48438 28.4476 381.164 127.961 7.87784 2.40681 -40.9328
-4.47656 28.5091 381.182 127.641 7.86232 2.19982 -41.0024
-4.46875 28.5705 381.199 127.32 7.84675 1.9927 -41.0718
-4.46094 28.6317 381.214 126.999 7.83115 1.78543 -41.1411
-4.45312 28.6928 381.227 126.677 7.8155 1.57802 -41.2103
-4.44531 28.7538 381.238 126.355 7.7998 1.37047 -41.2793
-4.4375 28.8147 381.248 126.032 7.78406 1.16277 -41.3483
-4.42969 28.8755 381.256 125.709 7.76828 0.954927 -41.4171
-4.42188 28.9361 381.263 125.385 7.75246 0.746936 -41.4857
-4.41406 28.9966 381.268 125.061 7.73659 0.538795 -41.5543
-4.40625 29.057 381.272 124.736 7.72068 0.330504 -41.6227
-4.39844 29.1172 381.273 124.41 7.70472 0.12206 -41.691
-4.39062 29.1774 381.273 124.084 7.68872 -0.0865379 -41.7592
-4.38281 29.2374 381.272 123.758 7.67267 -0.295291 -41.8272
-4.375 29.2973 381.269 123.431 7.65658 -0.5042 -41.8951
-4.36719 29.357 381.264 123.103 7.64044 -0.713268 -41.9629
-4.35938 29.4166 381.258 122.775 7.62426 -0.922496 -42.0306
-4.35156 29.4761 381.25 122.447 7.60803 -1.13188 -42.0982
-4.34375 29.5355 381.24 122.117 7.59176 -1.34144 -42.1656
-4.33594 29.5948 381.229 121.788 7.57544 -1.55115 -42.2329
-4.32812 29.6539 381.216 121.458 7.55908 -1.76103 -42.3001
-4.32031 29.7129 381.201 121.127 7.54267 -1.97108 -42.3671
-4.3125 29.7717 381.185 120.796 7.52621 -2.1813 -42.434
-4.30469 29.8305 381.167 120.464 7.50971 -2.39169 -42.5008
-4.29688 29.8891 381.148 120.131 7.49316 -2.60225 -42.5675
-4.28906 29.9475 381.126 119.799 7.47656 -2.81298 -42.6341
-4.28125 30.0059 381.104 119.465 7.45992 -3.02389 -42.7005
-4.27344 30.0641 381.079 119.131 7.44323 -3.23497 -42.7668
-4.26562 30.1222 381.053 118.797 7.42649 -3.44624 -42.833
-4.25781 30.1801 381.025 118.462 7.4097 -3.65768 -42.8991
-4.25 30.238 380.996 118.127 7.39287 -3.8693 -42.965
-4.24219 30.2957 380.965 117.791 7.37599 -4.08111 -43.0308
-4.23438 30.3532 380.932 117.454 7.35906 -4.2931 -43.0965
-4.22656 30.4106 380.898 117.118 7.34208 -4.50528 -43.1621
-4.21875 30.4679 380.862 116.78 7.32506 -4.71764 -43.2276
-4.21094 30.5251 380.824 116.442 7.30798 -4.9302 -43.2929
-4.20312 30.5821 380.785 116.104 7.29086 -5.14294 -43.3581
-4.19531 30.639 380.744 115.765 7.27369 -5.35588 -43.4232
-4.1875 30.6958 380.701 115.425 7.25647 -5.56901 -43.4881
-4.17969 30.7524 380.657 115.085 7.2392 -5.78233 -43.553
-4.17188 30.8089 380.611 114.745 7.22188 -5.99586 -43.6177
-4.16406 30.8652 380.563 114.404 7.20451 -6.20958 -43.6823
-4.15625 30.9215 380.514 114.062 7.18709 -6.42351 -43.7467
-4.14844 30.9775 380.463 113.72 7.16962 -6.63763 -43.8111
-4.14062 31.0335 380.41 113.378 7.1521 -6.85196 -43.8753
-4.13281 31.0893 380.356 113.034 7.13452 -7.0665 -43.9394
-4.125 31.145 380.3 112.691 7.1169 -7.28124 -44.0033
-4.11719 31.2005 380.242 112.347 7.09923 -7.49619 -44.0672
-4.10938 31.2559 380.182 112.002 7.0815 -7.71135 -44.1309
-4.10156 31.3111 380.121 111.657 7.06373 -7.92673 -44.1945
-4.09375 31.3663 380.059 111.312 7.0459 -8.14232 -44.258
-4.08594 31.4212 379.994 110.966 7.02802 -8.35812 -44.3214
-4.07812 31.4761 379.928 110.619 7.01009 -8.57414 -44.3846
-4.07031 31.5308 379.86 110.272 6.9921 -8.79039 -44.4477
-4.0625 31.5853 379.791 109.925 6.97407 -9.00685 -44.5107
-4.05469 31.6397 379.719 109.577 6.95598 -9.22353 -44.5735
-4.04688 31.694 379.646 109.228 6.93783 -9.44044 -44.6363
-4.03906 31.7481 379.572 108.879 6.91964 -9.65758 -44.6989
-4.03125 31.8021 379.496 108.53 6.90139 -9.87494 -44.7614
-4.02344 31.856 379.418 108.18 6.88308 -10.0925 -44.8238
-4.01562 31.9097 379.338 107.83 6.86473 -10.3104 -44.886
-4.00781 31.9632 379.256 107.479 6.84632 -10.5284 -44.9481
-4 32.0166 379.173 107.127 6.82785 -10.7467 -45.0101
-3.99219 32.0699 379.089 106.775 6.80933 -10.9652 -45.072
-3.98438 32.123 379.002 106.423 6.79075 -11.184 -45.1337
-3.97656 32.176 378.914 106.07 6.77212 -11.403 -45.1954
-3.96875 32.2289 378.824 105.717 6.75343 -11.6223 -45.2569
-3.96094 32.2815 378.732 105.363 6.73469 -11.8418 -45.3183
-3.95312 32.3341 378.639 105.009 6.71589 -12.0615 -45.3795
-3.94531 32.3865 378.544 104.654 6.69704 -12.2815 -45.4406
-3.9375 32.4387 378.447 104.299 6.67813 -12.5017 -45.5016
-3.92969 32.4908 378.348 103.943 6.65916 -12.7222 -45.5625
-3.92188 32.5428 378.248 103.587 6.64013 -12.943 -45.6233
-3.91406 32.5946 378.146 103.23 6.62105 -13.164 -45.6839
-3.90625 32.6462 378.042 102.873 6.60191 -13.3852 -45.7444
-3.89844 32.6977 377.937 102.515 6.58271 -13.6068 -45.8048
-3.89062 32.7491 377.83 102.157 6.56346 -13.8285 -45.865
-3.88281 32.8003 377.721 101.799 6.54414 -14.0506 -45.9251
-3.875 32.8513 377.61 101.44 6.52477 -14.2729 -45.9851
-3.86719 32.9022 377.498 101.08 6.50534 -14.4955 -46.045
-3.85938 32.953 377.384 100.72 6.48585 -14.7183 -46.1048
-3.85156 33.0036 377.268 100.36 6.4663 -14.9414 -46.1644
-3.84375 33.054 377.15 99.999 6.44669 -15.1648 -46.2239
-3.83594 33.1043 377.031 99.6376 6.42702 -15.3885 -46.2833
-3.82812 33.1544 376.91 99.2758 6.40729 -15.6124 -46.3425
-3.82031 33.2044 376.787 98.9135 6.38749 -15.8366 -46.4016
-3.8125 33.2542 376.662 98.5508 6.36764 -16.0611 -46.4606
-3.80469 33.3039 376.536 98.1876 6.34773 -16.2859 -46.5195
-3.79688 33.3534 376.408 97.8239 6.32775 -16.511 -46.5782
-3.78906 33.4028 376.278 97.4598 6.30772 -16.7363 -46.6368
-3.78125 33.452 376.146 97.0952 6.28762 -16.962 -46.6953
-3.77344 33.501 376.013 96.7302 6.26746 -17.1879 -46.7536
-3.76562 33.5499 375.878 96.3647 6.24723 -17.4142 -46.8118
-3.75781 33.5986 375.741 95.9987 6.22695 -17.6407 -46.8699
-3.75 33.6472 375.602 95.6323 6.2066 -17.8675 -46.9279
-3.74219 33.6956 375.462 95.2655 6.18618 -18.0946 -46.9857
-3.73438 33.7439 375.32 94.8982 6.1657 -18.3221 -47.0434
-3.72656 33.792 375.176 94.5304 6.14516 -18.5498 -47.101
-3.71875 33.8399 375.03 94.1622 6.12455 -18.7778 -47.1584
-3.71094 33.8877 374.882 93.7936 6.10388 -19.0062 -47.2157
-3.70312 33.9353 374.733 93.4245 6.08314 -19.2348 -47.2729
-3.69531 33.9827 374.582 93.055 6.06234 -19.4638 -47.33
-3.6875 34.03 374.429 92.685 6.04147 -19.6931 -47.3869
-3.67969 34.0771 374.274 92.3145 6.02054 -19.9227 -47.4437
-3.67188 34.1241 374.117 91.9437 5.99954 -20.1526 -47.5003
-3.66406 34.1708 373.959 91.5723 5.97847 -20.3828 -47.5568
-3.65625 34.2175 373.799 91.2006 5.95733 -20.6134 -47.6132
-3.64844 34.2639 373.637 90.8284 5.93613 -20.8443 -47.6695
-3.64062 34.3102 373.473 90.4558 5.91485 -21.0755 -47.7256
-3.63281 34.3563 373.308 90.0827 5.89351 -21.307 -47.7816
-3.625 34.4023 373.14 89.7092 5.87211 -21.5389 -47.8375
-3.61719 34.4481 372.971 89.3352 5.85063 -21.7711 -47.8932
-3.60938 34.4937 372.8 88.9608 5.82908 -22.0037 -47.9488
-3.60156 34.5392 372.627 88.586 5.80746 -22.2366 -48.0042
-3.59375 34.5845 372.453 88.2108 5.78578 -22.4698 -48.0596
-3.58594 34.6296 372.276 87.8351 5.76402 -22.7034 -48.1147
-3.57812 34.6745 372.098 87.459 5.74219 -22.9374 -48.1698
-3.57031 34.7193 371.918 87.0824 5.72029 -23.1716 -48.2247
-3.5625 34.7639 371.736 86.7055 5.69832 -23.4063 -48.2795
-3.55469 34.8083 371.552 86.3281 5.67627 -23.6413 -48.3341
-3.54688 34.8526 371.366 85.9502 5.65415 -23.8766 -48.3886
-3.53906 34.8967 371.179 85.572 5.63196 -24.1123 -48.443
-3.53125 34.9406 370.99 85.1933 5.6097 -24.3484 -48.4972
-3.52344 34.9843 370.799 84.8142 5.58737 -24.5848 -48.5513
-3.51562 35.0279 370.606 84.4347 5.56495 -24.8216 -48.6052
-3.50781 35.0713 370.411 84.0548 5.54247 -25.0588 -48.659
-3.5 35.1145 370.214 83.6744 5.51991 -25.2963 -48.7127
-3.49219 35.1575 370.015 83.2936 5.49727 -25.5342 -48.7662
-3.48438 35.2004 369.815 82.9124 5.47456 -25.7725 -48.8196
-3.47656 35.2431 369.613 82.5308 5.45178 -26.0112 -48.8729
-3.46875 35.2856 369.409 82.1488 5.42891 -26.2502 -48.926
-3.46094 35.3279 369.203 81.7664 5.40597 -26.4897 -48.9789
-3.45312 35.37 368.995 81.3835 5.38295 -26.7295 -49.0318
-3.44531 35.412 368.785 81.0002 5.35986 -26.9697 -49.0844
-3.4375 35.4538 368.573 80.6166 5.33668 -27.2103 -49.137
-3.42969 35.4954 368.36 80.2325 5.31343 -27.4513 -49.1894
-3.42188 35.5368 368.144 79.848 5.2901 -27.6927 -49.2416
-3.41406 35.578 367.927 79.4631 5.26669 -27.9345 -49.2937
-3.40625 35.6191 367.708 79.0778 5.2432 -28.1768 -49.3457
-3.39844 35.66 367.487 78.6921 5.21962 -28.4194 -49.3975
-3.39062 35.7007 367.264 78.3059 5.19597 -28.6624 -49.4491
-3.38281 35.7412 367.039 77.9194 5.17224 -28.9058 -49.5006
-3.375 35.7815 366.812 77.5325 5.14842 -29.1497 -49.552
-3.36719 35.8216 366.583 77.1452 5.12452 -29.394 -49.6032
-3.35938 35.8615 366.353 76.7574 5.10054 -29.6387 -49.6543
-3.35156 35.9013 366.12 76.3693 5.07647 -29.8838 -49.7052
-3.34375 35.9409 365.886 75.9808 5.05232 -30.1293 -49.756
-3.33594 35.9802 365.65 75.5919 5.02809 -30.3753 -49.8066
-3.32812 36.0194 365.411 75.2026 5.00377 -30.6217 -49.8571
-3.32031 36.0584 365.171 74.8129 4.97937 -30.8685 -49.9074
-3.3125 36.0972 364.929 74.4228 4.95488 -31.1158 -49.9575
-3.30469 36.1358 364.685 74.0323 4.9303 -31.3635 -50.0075
-3.29688 36.1743 364.439 73.6414 4.90564 -31.6117 -50.0574
-3.28906 36.2125 364.191 73.2501 4.88089 -31.8603 -50.1071
-3.28125 36.2505 363.941 72.8585 4.85605 -32.1094 -50.1566
-3.27344 36.2884 363.689 72.4664 4.83113 -32.3589 -50.206
-3.26562 36.326 363.436 72.074 4.80611 -32.6089 -50.2552
-3.25781 36.3635 363.18 71.6812 4.78101 -32.8593 -50.3043
-3.25 36.4007 362.922 71.288 4.75581 -33.1102 -50.3532
-3.24219 36.4378 362.662 70.8944 4.73053 -33.3615 -50.402
-3.23438 36.4746 362.401 70.5005 4.70515 -33.6134 -50.4506
-3.22656 36.5113 362.137 70.1061 4.67968 -33.8657 -50.499
-3.21875 36.5478 361.872 69.7114 4.65412 -34.1185 -50.5473
-3.21094 36.584 361.604 69.3163 4.62847 -34.3717 -50.5954
-3.20312 36.6201 361.335 68.9209 4.60272 -34.6255 -50.6434
-3.19531 36.6559 361.063 68.525 4.57688 -34.8797 -50.6912
-3.1875 36.6916 360.79 68.1288 4.55095 -35.1344 -50.7388
-3.17969 36.727 360.514 67.7322 4.52492 -35.3896 -50.7863
-3.17188 36.7623 360.237 67.3353 4.49879 -35.6453 -50.8335
-3.16406 36.7973 359.957 66.938 4.47257 -35.9015 -50.8807
-3.15625 36.8322 359.676 66.5403 4.44625 -36.1582 -50.9276
-3.14844 36.8668 359.392 66.1422 4.41984 -36.4154 -50.9744
-3.14062 36.9012 359.107 65.7438 4.39332 -36.6731 -51.0211
-3.13281 36.9355 358.819 65.345 4.36671 -36.9314 -51.0675
-3.125 36.9695 358.53 64.9459 4.34 -37.1901 -51.1138
-3.11719 37.0033 358.238 64.5464 4.31319 -37.4494 -51.1599
-3.10938 37.0369 357.944 64.1465 4.28627 -37.7092 -51.2058
-3.10156 37.0702 357.649 63.7463 4.25926 -37.9695 -51.2516
-3.09375 37.1034 357.351 63.3457 4.23215 -38.2304 -51.2972
-3.08594 37.1364 357.052 62.9448 4.20493 -38.4917 -51.3426
-3.07812 37.1691 356.75 62.5435 4.17761 -38.7537 -51.3879
-3.07031 37.2016 356.446 62.1418 4.15018 -39.0161 -51.4329
-3.0625 37.234 356.14 61.7398 4.12265 -39.2791 -51.4778
-3.05469 37.2661 355.832 61.3375 4.09501 -39.5427 -51.5225
-3.04688 37.2979 355.522 60.9348 4.06727 -39.8068 -51.567
-3.03906 37.3296 355.21 60.5317 4.03943 -40.0715 -51.6114
-3.03125 37.3611 354.896 60.1284 4.01147 -40.3367 -51.6556
-3.02344 37.3923 354.58 59.7246 3.98341 -40.6025 -51.6995
-3.01562 37.4233 354.262 59.3206 3.95524 -40.8689 -51.7433
-3.00781 37.4541 353.941 58.9161 3.92696 -41.1358 -51.7869
-3 37.4847 353.619 58.5114 3.89857 -41.4033 -51.8304
-2.99219 37.515 353.294 58.1063 3.87006 -41.6714 -51.8736
-2.98438 37.5451 352.968 57.7009 3.84145 -41.9401 -51.9166
-2.97656 37.575 352.639 57.2951 3.81272 -42.2094 -51.9595
-2.96875 37.6047 352.308 56.889 3.78389 -42.4792 -52.0022
-2.96094 37.6341 351.975 56.4826 3.75493 -42.7497 -52.0446
-2.95312 37.6634 351.64 56.0758 3.72587 -43.0208 -52.0869
-2.94531 37.6924 351.303 55.6687 3.69668 -43.2924 -52.129
-2.9375 37.7211 350.964 55.2613 3.66738 -43.5647 -52.1709
-2.92969 37.7497 350.623 54.8535 3.63797 -43.8376 -52.2126
-2.92188 37.778 350.279 54.4455 3.60843 -44.1111 -52.2541
-2.91406 37.806 349.933 54.0371 3.57878 -44.3852 -52.2954
-2.90625 37.8339 349.585 53.6283 3.54901 -44.66 -52.3365
-2.89844 37.8615 349.235 53.2193 3.51912 -44.9354 -52.3774
-2.89062 37.8889 348.883 52.81 3.48911 -45.2114 -52.4181
-2.88281 37.916 348.529 52.4003 3.45897 -45.488 -52.4586
-2.875 37.9429 348.173 51.9903 3.42871 -45.7653 -52.4989
-2.86719 37.9696 347.814 51.58 3.39833 -46.0433 -52.5389
-2.85938 37.996 347.453 51.1694 3.36783 -46.3219 -52.5788
-2.85156 38.0222 347.09 50.7584 3.3372 -46.6012 -52.6185
-2.84375 38.0482 346.725 50.3472 3.30644 -46.8811 -52.6579
-2.83594 38.0739 346.358 49.9357 3.27556 -47.1617 -52.6971
-2.82812 38.0993 345.988 49.5238 3.24455 -47.443 -52.7362
-2.82031 38.1246 345.616 49.1117 3.21341 -47.7249 -52.775
-2.8125 38.1495 345.242 48.6992 3.18214 -48.0076 -52.8135
-2.80469 38.1743 344.866 48.2865 3.15074 -48.2909 -52.8519
-2.79688 38.1988 344.488 47.8734 3.1192 -48.5749 -52.8901
-2.78906 38.223 344.107 47.46 3.08754 -48.8596 -52.928
-2.78125 38.247 343.724 47.0464 3.05574 -49.145 -52.9657
-2.77344 38.2708 343.339 46.6325 3.02381 -49.4311 -53.0032
-2.76562 38.2943 342.952 46.2182 2.99174 -49.7179 -53.0404
-2.75781 38.3175 342.563 45.8037 2.95953 -50.0055 -53.0774
-2.75 38.3405 342.171 45.3889 2.92719 -50.2937 -53.1142
-2.74219 38.3632 341.777 44.9738 2.89471 -50.5827 -53.1508
-2.73438 38.3857 341.38 44.5584 2.86209 -50.8725 -53.1871
-2.72656 38.408 340.982 44.1427 2.82933 -51.1629 -53.2232
-2.71875 38.4299 340.581 43.7268 2.79643 -51.4541 -53.2591
-2.71094 38.4517 340.178 43.3106 2.76338 -51.7461 -53.2947
-2.70312 38.4731 339.772 42.8941 2.7302 -52.0388 -53.33
-2.69531 38.4943 339.365 42.4773 2.69686 -52.3323 -53.3652
-2.6875 38.5153 338.955 42.0602 2.66339 -52.6265 -53.4001
-2.67969 38.5359 338.542 41.6429 2.62976 -52.9215 -53.4347
-2.67188 38.5563 338.128 41.2253 2.59599 -53.2173 -53.4691
-2.66406 38.5765 337.711 40.8075 2.56207 -53.5138 -53.5033
-2.65625 38.5964 337.292 40.3893 2.52799 -53.8112 -53.5372
-2.64844 38.616 336.87 39.9709 2.49377 -54.1093 -53.5708
-2.64062 38.6353 336.446 39.5523 2.4594 -54.4083 -53.6042
-2.63281 38.6544 336.02 39.1334 2.42487 -54.708 -53.6373
-2.625 38.6732 335.591 38.7142 2.39018 -55.0086 -53.6702
-2.61719 38.6918 335.16 38.2948 2.35534 -55.3099 -53.7028
-2.60938 38.71 334.727 37.8751 2.32035 -55.6121 -53.7351
-2.60156 38.728 334.291 37.4552 2.28519 -55.9151 -53.7672
-2.59375 38.7457 333.853 37.035 2.24988 -56.219 -53.799
-2.58594 38.7632 333.413 36.6146 2.2144 -56.5237 -53.8306
-2.57812 38.7803 332.97 36.1939 2.17877 -56.8292 -53.8618
-2.57031 38.7972 332.525 35.773 2.14296 -57.1356 -53.8928
-2.5625 38.8138 332.078 35.3518 2.107 -57.4429 -53.9235
-2.55469 38.8301 331.628 34.9304 2.07087 -57.751 -53.954
-2.54688 38.8462 331.175 34.5088 2.03457 -58.06 -53.9841
-2.53906 38.8619 330.72 34.0869 1.99811 -58.3699 -54.014
-2.53125 38.8774 330.263 33.6648 1.96147 -58.6807 -54.0436
-2.52344 38.8926 329.803 33.2425 1.92466 -58.9923 -54.0729
-2.51562 38.9075 329.341 32.8199 1.88768 -59.3049 -54.1019
-2.50781 38.9221 328.877 32.3972 1.85053 -59.6184 -54.1306
-2.5 38.9364 328.41 31.9741 1.8132 -59.9327 -54.159
-2.49219 38.9504 327.94 31.5509 1.7757 -60.248 -54.1871
-2.48438 38.9641 327.468 31.1275 1.73801 -60.5643 -54.2149
-2.47656 38.9776 326.994 30.7038 1.70015 -60.8814 -54.2424
-2.46875 38.9907 326.517 30.2799 1.66211 -61.1995 -54.2696
-2.46094 39.0035 326.038 29.8559 1.62388 -61.5186 -54.2965
-2.45312 39.0161 325.556 29.4316 1.58547 -61.8386 -54.323
-2.44531 39.0283 325.072 29.0071 1.54688 -62.1595 -54.3493
-2.4375 39.0402 324.585 28.5824 1.50809 -62.4815 -54.3752
-2.42969 39.0519 324.095 28.1574 1.46912 -62.8044 -54.4008
-2.42188 39.0632 323.603 27.7323 1.42996 -63.1283 -54.4261
-2.41406 39.0742 323.109 27.307 1.39061 -63.4532 -54.4511
-2.40625 39.0849 322.612 26.8815 1.35107 -63.779 -54.4757
-2.39844 39.0953 322.112 26.4559 1.31133 -64.1059 -54.5
-2.39062 39.1054 321.61 26.03 1.27139 -64.4339 -54.524
-2.38281 39.1152 321.106 25.6039 1.23126 -64.7628 -54.5476
-2.375 39.1246 320.598 25.1777 1.19092 -65.0928 -54.5709
-2.36719 39.1338 320.089 24.7513 1.15039 -65.4238 -54.5938
-2.35938 39.1426 319.576 24.3246 1.10965 -65.7558 -54.6164
-2.35156 39.1511 319.061 23.8979 1.06871 -66.0889 -54.6386
-2.34375 39.1593 318.543 23.4709 1.02756 -66.4231 -54.6605
-2.33594 39.1672 318.023 23.0438 0.986199 -66.7584 -54.682
-2.32812 39.1747 317.5 22.6165 0.944631 -67.0947 -54.7032
-2.32031 39.1819 316.975 22.1891 0.902851 -67.4321 -54.724
-2.3125 39.1888 316.447 21.7615 0.860857 -67.7706 -54.7444
-2.30469 39.1954 315.916 21.3337 0.818648 -68.1103 -54.7644
-2.29688 39.2016 315.382 20.9058 0.776222 -68.451 -54.7841
-2.28906 39.2075 314.846 20.4777 0.733576 -68.7929 -54.8033
-2.28125 39.2131 314.308 20.0495 0.690708 -69.1359 -54.8222
-2.27344 39.2183 313.766 19.6211 0.647618 -69.48 -54.8407
-2.26562 39.2232 313.222 19.1926 0.604303 -69.8253 -54.8588
-2.25781 39.2278 312.675 18.7639 0.56076 -70.1718 -54.8765
-2.25 39.232 312.126 18.3351 0.516988 -70.5194 -54.8938
-2.24219 39.2358 311.573 17.9062 0.472985 -70.8682 -54.9107
-2.23438 39.2394 311.018 17.4772 0.428749 -71.2182 -54.9272
-2.22656 39.2425 310.46 17.048 0.384278 -71.5694 -54.9433
-2.21875 39.2454 309.9 16.6187 0.339569 -71.9218 -54.959
-2.21094 39.2478 309.337 16.1892 0.29462 -72.2754 -54.9742
-2.20312 39.25 308.771 15.7597 0.24943 -72.6302 -54.989
-2.19531 39.2517 308.202 15.33 0.203996 -72.9863 -55.0034
-2.1875 39.2531 307.63 14.9003 0.158316 -73.3437 -55.0173
-2.17969 39.2542 307.056 14.4704 0.112387 -73.7023 -55.0308
-2.17188 39.2549 306.479 14.0404 0.0662081 -74.0621 -55.0438
-2.16406 39.2552 305.899 13.6103 0.0197759 -74.4233 -55.0564
-2.15625 39.2552 305.316 13.1802 -0.0269117 -74.7857 -55.0686
-2.14844 39.2548 304.73 12.7499 -0.0738568 -75.1494 -55.0803
-2.14062 39.2541 304.142 12.3195 -0.121062 -75.5145 -55.0915
-2.13281 39.2529 303.55 11.8891 -0.16853 -75.8809 -55.1022
-2.125 39.2514 302.956 11.4586 -0.216262 -76.2486 -55.1125
-2.11719 39.2495 302.359 11.028 -0.264262 -76.6176 -55.1223
-2.10938 39.2473 301.759 10.5973 -0.312532 -76.988 -55.1316
-2.10156 39.2447 301.156 10.1665 -0.361075 -77.3598 -55.1404
-2.09375 39.2416 300.55 9.73572 -0.409892 -77.7329 -55.1487
-2.08594 39.2383 299.941 9.30484 -0.458987 -78.1075 -55.1565
-2.07812 39.2345 299.33 8.8739 -0.508363 -78.4834 -55.1638
-2.07031 39.2303 298.715 8.44291 -0.558021 -78.8608 -55.1705
-2.0625 39.2258 298.097 8.01186 -0.607965 -79.2396 -55.1768
-2.05469 39.2208 297.477 7.58077 -0.658198 -79.6198 -55.1825
-2.04688 39.2155 296.853 7.14964 -0.708722 -80.0015 -55.1877
-2.03906 39.2097 296.227 6.71846 -0.759539 -80.3846 -55.1924
-2.03125 39.2036 295.597 6.28726 -0.810654 -80.7692 -55.1965
-2.02344 39.1971 294.965 5.85602 -0.862069 -81.1553 -55.2
-2.01562 39.1901 294.329 5.42476 -0.913787 -81.5429 -55.203
-2.00781 39.1828 293.691 4.99348 -0.96581 -81.932 -55.2055
-2 39.175 293.049 4.56218 -1.01814 -82.3227 -55.2073
-1.99219 39.1669 292.404 4.13086 -1.07079 -82.7149 -55.2086
